event_name,venue_name,latitude,longitude,date,source,genre,price,url,venue_id,event_id
Michael Ball: Glow UK Tour 2026,Southend Cliffs Pavilion,51.53582,0.697435,2026-09-25,Ticketmaster,Pop,TBC,https://www.ticketmaster.co.uk/michael-ball-glow-uk-tour-2026-southendonsea-25-09-2026/event/1F00637BD1207C28,KovZpZAnanIA,G5vHZbMRoF6YI
Tom Davis: Spudgun,Southend Cliffs Pavilion,51.53582,0.697435,2026-09-26,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/tom-davis-spudgun-southendonsea-26-09-2026/event/1F0062DAB1CF2B55,KovZpZAnanIA,G5vHZbcnsSwc4
Elvis Neil Diamond & Johnny Cash Tribute - Southend on Sea,Ekco Social And Sports Club,51.5600146,0.7043341,2026-09-26,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Southend-on-Sea/Ekco-Social-And-Sports-Club/Elvis-Neil-Diamond--Johnny-Cash-Tribute---Southend-on-Sea/42426982/,51798,42426982
The Comedy Store - Canvey Island,The Paddocks,51.51964229,0.59019394,2026-09-26,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/the-comedy-store-canvey-island-essex-26-09-2026/event/1F006444A867396B,KovZ9177a90,G5vHZ_73I_SPl
Big Deal Comedy Club - Fairycroft House Saffron Walden,Fairycroft House,52.02140576,0.24348978,2026-09-26,Ticketmaster,Comedy,TBC,https://www.universe.com/events/big-deal-comedy-club-fairycroft-house-saffron-walden-tickets-BN3XF7?ref=ticketmaster,KovZ9177EZV,LvZ18Q-ngorQH_YvG-JCY
Party101,Southend Cliffs Pavilion,51.53582,0.697435,2026-09-27,Ticketmaster,Dance/Electronic,TBC,https://www.ticketmaster.co.uk/party101-southendonsea-27-09-2026/event/1F0064D2ED57641F,KovZpZAnanIA,G5vHZ_u5c4U8L
Gong,Chinnerys,51.533277,0.71916,2026-09-28,Ticketmaster,Rock,TBC,https://www.universe.com/events/gong-tickets-QCBLMJ?ref=ticketmaster,KovZpZAnnJnA,LvZ18Qqy4bXEUv8vqduZc
Mike Wozniak: The Bench,"Palace Theatre, Southend",51.543874,0.691363,2026-10-02,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/mike-wozniak-the-bench-southendonsea-02-10-2026/event/3500634EAC765C78,KovZ9177-x7,1AdfZbVGkBiqPsz
My Love Events,Concord Rangers Football Club,51.5126138,0.575574,2026-10-03,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Southend-on-Sea/Concord-Rangers-Football-Club/My-Love-Events/42482911/,126738,42482911
Phil Wang: UH OH,Southend Cliffs Pavilion,51.53582,0.697435,2026-10-04,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/phil-wang-uh-oh-southendonsea-04-10-2026/event/1F00637AFC9DB15D,KovZpZAnanIA,G5vHZbMlHEhAq
What The World Needs Now - The Burt Bacharach Songbook,Southend Cliffs Pavilion,51.53582,0.697435,2026-10-05,Ticketmaster,Pop,TBC,https://www.ticketmaster.co.uk/what-the-world-needs-now-the-southendonsea-05-10-2026/event/1F006479F7EDA6DB,KovZpZAnanIA,G5vHZ_6EMDQhh
DR John Cooper Clarke,"Palace Theatre, Southend",51.543874,0.691363,2026-10-07,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/dr-john-cooper-clarke-southendonsea-07-10-2026/event/35006373F62BBB42,KovZ9177-x7,1AgZkuSGkdU1Dce
Katherine Jenkins - 25 Year Anniversary Tour,Southend Cliffs Pavilion,51.53582,0.697435,2026-10-08,Ticketmaster,Classical,TBC,https://www.ticketmaster.co.uk/katherine-jenkins-25-year-anniversary-tour-southendonsea-08-10-2026/event/1F00644BAFB84FD7,KovZpZAnanIA,G5vHZ_7mRm7T9
Kevin Bloody Wilson - Fair Dinkum Funny,Brentwood Centre,51.634935,0.299538,2026-10-08,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/kevin-bloody-wilson-fair-dinkum-funny-brentwood-08-10-2026/event/1F006355E62E9453,KovZpZAn1EnA,G5vHZbg9J5toK
Kane Brown - Crowd Work King,"Palace Theatre, Southend",51.543874,0.691363,2026-10-08,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/kane-brown-crowd-work-king-southendonsea-08-10-2026/event/35006463A25D2897,KovZ9177-x7,1AgZkoNGkex93x9
Kevin Bloody Wilson - Fair Dinkum Funny,"Empire Theatre, Halstead",51.9459248,0.63178883,2026-10-09,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/kevin-bloody-wilson-fair-dinkum-funny-halstead-09-10-2026/event/3500635C0047B985,KovZ9177Ikf,1AdfZbgGkYZoDJA
Fin Taylor,"Palace Theatre, Southend",51.543874,0.691363,2026-10-09,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/fin-taylor-southendonsea-09-10-2026/event/350063819D264481,KovZ9177-x7,1ku8vNO_GAua03v
"Troy Hawke: Never Stop, Never Change!",Southend Cliffs Pavilion,51.53582,0.697435,2026-10-09,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/troy-hawke-never-stop-never-change-southendonsea-09-10-2026/event/1F0062F1A8596C2A,KovZpZAnanIA,G5vHZbRkIppYn
My Love Events,Sunrooms2 Southend On Sea,51.5349115,0.7130367,2026-10-10,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Southend-on-Sea/Sunrooms2-Southend-On-Sea/My-Love-Events/42376303/,128305,42376303
Soul Night Out UK - Essex,Harlow Rugby Club,51.7661231,0.1163633,2026-10-10,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Harlow/Harlow-Rugby-Club/Soul-Night-Out-UK---Essex/42097738/,123025,42097738
Laura Smyth: Born Aggy,"Palace Theatre, Southend",51.543874,0.691363,2026-10-10,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/laura-smyth-born-aggy-southendonsea-10-10-2026/event/3500633D93F76974,KovZ9177-x7,1AdfZbSGkUKWUPV
Queen of the Night - A Tribute to Whitney Houston,Chelmsford Theatre,51.735181,0.47039,2026-10-10,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/queen-of-the-night-a-tribute-chelmsford-10-10-2026/event/3500635FA101774F,KovZ9177PWV,1AdfZbgGkX-Z9q2
Alison Moyet,Southend Cliffs Pavilion,51.53582,0.697435,2026-10-12,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/alison-moyet-southendonsea-12-10-2026/event/1F0064643B4998F6,KovZpZAnanIA,G5vHZ_k8D3_NU
Sounds Of The 60s Live - Hosted by Tony Blackburn MBE,Southend Cliffs Pavilion,51.53582,0.697435,2026-10-13,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/sounds-of-the-60s-live-hosted-southendonsea-13-10-2026/event/1F00630E9A7413EC,KovZpZAnanIA,G5vHZbYBQqv2i
Flo & Joan - With Feeling,Chelmsford Theatre,51.735181,0.47039,2026-10-14,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/flo-joan-with-feeling-chelmsford-14-10-2026/event/3500638398D64B99,KovZ9177PWV,16dfZbzCbG7g0m_
Boyzlife Featuring Keith Duffy & Brian McFadden,Southend Cliffs Pavilion,51.53582,0.697435,2026-10-15,Ticketmaster,Pop,TBC,https://www.ticketmaster.co.uk/boyzlife-featuring-keith-duffy-brian-mcfadden-southendonsea-15-10-2026/event/1F00637C9A8859DD,KovZpZAnanIA,G5vHZbMwQxAEq
The Legends in Vegas - After Hours,Southend Cliffs Pavilion,51.53582,0.697435,2026-10-16,Ticketmaster,Dance,TBC,https://www.ticketmaster.co.uk/the-legends-in-vegas-after-hours-southendonsea-16-10-2026/event/1F006337AA0C6DEE,KovZpZAnanIA,G5vHZbSrndkMm
The Shamrocks,Southend Cliffs Pavilion,51.53582,0.697435,2026-10-18,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/the-shamrocks-southendonsea-18-10-2026/event/1F00634FA39E58B4,KovZpZAnanIA,G5vHZbVXNEPxV
JUSTIN HAYWARD: THE STORY IN YOUR EYES TOUR,Southend Cliffs Pavilion,51.53582,0.697435,2026-10-21,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/justin-hayward-the-story-in-your-southendonsea-21-10-2026/event/1F00646DFD2999AD,KovZpZAnanIA,G5vHZ_kMW1_Jc
The Best of Mike Oldfield's Tubular Bells I II & III,Southend Cliffs Pavilion,51.53582,0.697435,2026-10-22,Ticketmaster,Other,TBC,https://www.ticketmaster.co.uk/the-best-of-mike-oldfields-tubular-southendonsea-22-10-2026/event/1F0064ADF73697D5,KovZpZAnanIA,G5vHZ_1MMutL4
Joe Wells: Daddy Autism,Chelmsford Theatre,51.735181,0.47039,2026-10-24,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/joe-wells-daddy-autism-chelmsford-24-10-2026/event/35006472E5526889,KovZ9177PWV,1AgZkowGkdPfJxa
Laura Smyth: Born Aggy,Chelmsford Theatre,51.735181,0.47039,2026-10-25,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/laura-smyth-born-aggy-chelmsford-25-10-2026/event/35006336B20A7FC6,KovZ9177PWV,1AgZkGUGkeweETk
Christopher Hall: Pizazz,Chelmsford Theatre,51.735181,0.47039,2026-10-29,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/christopher-hall-pizazz-chelmsford-29-10-2026/event/35006383859737C5,KovZ9177PWV,1agZkCd-_jMZeuk
FOREVER NU - 25th anniversary of Toxicity & IOWA special,Chinnerys,51.533277,0.71916,2026-10-29,Ticketmaster,Metal,TBC,https://www.universe.com/events/forever-nu-25th-anniversary-of-toxicity-iowa-special-tickets-6B5XP0?ref=ticketmaster,KovZpZAnnJnA,LvZ18QQOkY8hB2OZV95a0
Jools Holland and His Rhythm & Blues Orchestra,Southend Cliffs Pavilion,51.53582,0.697435,2026-10-29,Ticketmaster,R&B,TBC,https://www.ticketmaster.co.uk/jools-holland-and-his-rhythm-blues-southendonsea-29-10-2026/event/1F00642CB26727D2,KovZpZAnanIA,G5vHZ_eww_wL3
Paul Merton & Suki Webster's Improv Show,Chelmsford Theatre,51.735181,0.47039,2026-10-31,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/paul-merton-suki-websters-improv-show-chelmsford-31-10-2026/event/3500644C0833B34F,KovZ9177PWV,1AdfZ_7GkYFGDu2
Chris Ramsey: Here Man,Southend Cliffs Pavilion,51.53582,0.697435,2026-11-05,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/chris-ramsey-here-man-southendonsea-05-11-2026/event/1F006482A63A3B39,KovZpZAnanIA,G5vHZ_F1JCNiy
The Amy Winehouse Band: Back to Black 20th Anniversary Tour,Southend Cliffs Pavilion,51.53582,0.697435,2026-11-08,Ticketmaster,Pop,TBC,https://www.ticketmaster.co.uk/the-amy-winehouse-band-back-to-southendonsea-08-11-2026/event/1F006443FED56574,KovZpZAnanIA,G5vHZ_72Xgp4V
TONY HADLEY - The Christmas Big Band Tour 2026,Southend Cliffs Pavilion,51.53582,0.697435,2026-11-09,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/tony-hadley-the-christmas-big-band-southendonsea-09-11-2026/event/1F00646CBB4941B1,KovZpZAnanIA,G5vHZ_kwD3fks
The Proclaimers,Southend Cliffs Pavilion,51.53582,0.697435,2026-11-10,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/the-proclaimers-southendonsea-10-11-2026/event/1F0063752478C799,KovZpZAnanIA,G5vHZbMf0rGr_
Russell Howard - Don't Tell The Algorithm,Southend Cliffs Pavilion,51.53582,0.697435,2026-11-12,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/russell-howard-dont-tell-the-algorithm-southendonsea-12-11-2026/event/1F006332E0898AC2,KovZpZAnanIA,G5vHZbS5Oxble
Bossa Nova: Tribute to João Gilberto - Live@The Queen's Theatre,The Queen's Theatre,51.5653137,0.2196193,2026-11-12,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Romford/The-Queen%27s-Theatre/Bossa-Nova-Tribute-to-Joo-Gilberto---LiveThe-Queens-Theatre/42086095/,55209,42086095
Beneath The Arches 2026,Radio City Social,51.7356091,0.4667925,2026-11-14,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Chelmsford/Radio-City-Social/Beneath-The-Arches-2026/42334748/,135000,42334748
The Definitive Goldmine Reunion,The Paddocks,51.519619,0.590155,2026-11-14,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Southend-on-Sea/The-Paddocks/The-Definitive-Goldmine-Reunion/42566322/,61722,42566322
Skids + Theatre Of Hate,Civic Hall,51.491673,0.340712,2026-11-14,Ticketmaster,Rock,TBC,https://www.universe.com/events/skids-theatre-of-hate-tickets-BY9LXQ?ref=ticketmaster,KovZ9177tXf,LvZ18QxYvFBwGjZvG8PNj
Hannah East: Express Yourself,"Palace Theatre, Southend",51.543874,0.691363,2026-11-18,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/hannah-east-express-yourself-southendonsea-18-11-2026/event/3500632C5ED708E2,KovZ9177-x7,1AdfZbwGksrgYNx
Unite 2026,Holiday Inn ,51.5836087,0.4606712,2026-11-21,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Basildon/Holiday-Inn-/Unite-2026/42174317/,39178,42174317
Shakatak,The Mill Arts & Events Centre,51.587834,0.606756,2026-11-22,Ticketmaster,Pop,TBC,https://www.universe.com/events/shakatak-tickets-RQCSL4?ref=ticketmaster,KovZ9177HI0,LvZ18QhL1chGN3ZZiL_oV
Skids + Theatre Of Hate,Chinnerys,51.533237,0.718849,2026-11-22,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Southend-on-Sea/Chinnerys/Skids--Theatre-Of-Hate/42497944/,1918,42497944
The Stylistics,Southend Cliffs Pavilion,51.53582,0.697435,2026-11-22,Ticketmaster,R&B,TBC,https://www.ticketmaster.co.uk/the-stylistics-southendonsea-22-11-2026/event/1F006450A86833C1,KovZpZAnanIA,G5vHZ_AeIQd2v
The Australian Pink Floyd,Southend Cliffs Pavilion,51.53582,0.697435,2026-11-24,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/the-australian-pink-floyd-southendonsea-24-11-2026/event/1F006382C6A6776D,KovZpZAnanIA,G5vHZbz5ktEqc
Michael Starring Ben,Southend Cliffs Pavilion,51.53582,0.697435,2026-11-28,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/michael-starring-ben-southendonsea-28-11-2026/event/1F0062EF9CAA0BD8,KovZpZAnanIA,G5vHZbmXjnORb
Elvis Tribute Night - Maldon Essex,Madison Heights,51.7216682,0.693215,2026-11-28,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Chelmsford/Madison-Heights/Elvis-Tribute-Night---Maldon-Essex/41917549/,129776,41917549
Christmas Comedy Crackers,Southend Cliffs Pavilion,51.53582,0.697435,2026-12-01,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/christmas-comedy-crackers-southendonsea-01-12-2026/event/1F0064DA03190BE4,KovZpZAnanIA,G5vHZ_uIdk8R0
Romesh Ranganathan Will Change Your Life,Southend Cliffs Pavilion,51.53582,0.697435,2026-12-02,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/romesh-ranganathan-will-change-your-life-southendonsea-02-12-2026/event/1F006470D96C43E0,KovZpZAnanIA,G5vHZ_6d_h72O
Simon Brodkin: Unleashed,Southend Cliffs Pavilion,51.53582,0.697435,2026-12-04,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/simon-brodkin-unleashed-southendonsea-04-12-2026/event/1F00648FD6674485,KovZpZAnanIA,G5vHZ_FTp_V3A
Disney's Muppet Christmas Carol in Concert,Southend Cliffs Pavilion,51.53582,0.697435,2026-12-05,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/disneys-muppet-christmas-carol-in-concert-southendonsea-05-12-2026/event/1F006489CA51441D,KovZpZAnanIA,G5vHZ_FE1ff8q
The Luke Combs Experience + Support - Essex 2026,The Mill Arts And Events Centre,51.587798,0.606007,2026-12-11,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Sheffield/The-Mill-Arts-And-Events-Centre/The-Luke-Combs-Experience--Support---Essex-2026/41598852/,21378,41598852
"Retro 80's Night Featuring Madonna - Maldon, Essex",Madison Heights,51.7216682,0.693215,2026-12-12,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Chelmsford/Madison-Heights/Retro-80s-Night-Featuring-Madonna---Maldon-Essex/42432498/,129776,42432498
John Otway Big Band Christmas Party,The Mill Arts & Events Centre,51.587834,0.606756,2026-12-20,Ticketmaster,Rock,TBC,https://www.universe.com/events/john-otway-big-band-christmas-party-tickets-9N0HTG?ref=ticketmaster,KovZ9177HI0,LvZ18Qh7DJem_5YZilDZo
Ginger Johnson: Show Pony,"Palace Theatre, Southend",51.543874,0.691363,2027-01-16,Ticketmaster,Performance Art,TBC,https://www.ticketmaster.co.uk/ginger-johnson-show-pony-southendonsea-16-01-2027/event/35006385AB69899A,KovZ9177-x7,1AgZkCAGkelQbJQ
The Classic Rock Show,Southend Cliffs Pavilion,51.53582,0.697435,2027-01-26,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/the-classic-rock-show-southendonsea-26-01-2027/event/1F0064D078EA32E5,KovZpZAnanIA,G5vHZ_uvzBN5P
What's Love Got to do With it? - The Ultimate Tribute to Tina Turner,Southend Cliffs Pavilion,51.53582,0.697435,2027-01-29,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/whats-love-got-to-do-with-southendonsea-29-01-2027/event/1F0064A19BAD2773,KovZpZAnanIA,G5vHZ_1khl3qS
Hamza Yassin: My Life Behind the Lens,Southend Cliffs Pavilion,51.53582,0.697435,2027-01-30,Ticketmaster,Family,TBC,https://www.ticketmaster.co.uk/hamza-yassin-my-life-behind-the-southendonsea-30-01-2027/event/1F0064AEF6ABA170,KovZpZAnanIA,G5vHZ_1DUnBAY
Trainspotting the Musical,Southend Cliffs Pavilion,51.53582,0.697435,2027-02-01,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/trainspotting-the-musical-southendonsea-01-02-2027/event/1F0064A7A5C831DE,KovZpZAnanIA,G5vHZ_1rPwd6r
Susan Calman: Tall Tales,"Palace Theatre, Southend",51.543874,0.691363,2027-02-03,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/susan-calman-tall-tales-southendonsea-03-02-2027/event/350064E19D64EDCD,KovZ9177-x7,17u8v0G6Ckq_CMu
Rhys James: Chop Logic,"Palace Theatre, Southend",51.543874,0.691363,2027-02-04,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/rhys-james-chop-logic-southendonsea-04-02-2027/event/350064D8F202B449,KovZ9177-x7,17u8v0G6uNwZloa
Jason Fox - Embrace The Chaos,Southend Cliffs Pavilion,51.53582,0.697435,2027-02-07,Ticketmaster,Family,TBC,https://www.ticketmaster.co.uk/jason-fox-embrace-the-chaos-southendonsea-07-02-2027/event/1F0064A5FB97740F,KovZpZAnanIA,G5vHZ_19DPM82
Clinton Baptiste: Spectral Intercourse,Southend Cliffs Pavilion,51.53582,0.697435,2027-02-18,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/clinton-baptiste-spectral-intercourse-southendonsea-18-02-2027/event/1F006463EEE35AB5,KovZpZAnanIA,G5vHZ_k2mzgng
Ed Gamble: Fresh Hell,Southend Cliffs Pavilion,51.53582,0.697435,2027-02-19,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/ed-gamble-fresh-hell-southendonsea-19-02-2027/event/1F0064713A44A670,KovZpZAnanIA,G5vHZ_67Bo1_Y
Alan Carr: Have I Said Too Much?,Southend Cliffs Pavilion,51.53582,0.697435,2027-02-24,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/alan-carr-have-i-said-too-southendonsea-24-02-2027/event/1F006384A914635C,KovZpZAnanIA,G5vHZbz3tAkuj
Legends of Motown live Witham Public Hall,Witham Public Hall Collingwood Road Witham CM8 2DY,51.800607,0.640007,2027-02-26,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Chelmsford/Witham-Public-Hall-Collingwood-Road-Witham-CM8-2DY/Legends-of-Motown-live-Witham-Public-Hall/42530126/,55139,42530126
Al Murray - All You Need Is Guv,Southend Cliffs Pavilion,51.53582,0.697435,2027-03-04,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/al-murray-all-you-need-is-southendonsea-04-03-2027/event/1F0064E1BFFFB6D4,KovZpZAnanIA,G5vHZ_CkTTDhf
Rick Wakeman - The Wizard of Prog: Ultimate Highlights Concert Tour,Southend Cliffs Pavilion,51.53582,0.697435,2027-03-05,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/rick-wakeman-the-wizard-of-prog-southendonsea-05-03-2027/event/1F0064AEDFED910A,KovZpZAnanIA,G5vHZ_1DLD_71
Jimeoin: BALLYHOO!,"Palace Theatre, Southend",51.543874,0.691363,2027-03-05,Ticketmaster,Comedy,TBC,https://www.ticketmaster.co.uk/jimeoin-ballyhoo-southendonsea-05-03-2027/event/350064AFD22776A8,KovZ9177-x7,17u8v0G61T3aMQI
