event_name,venue_name,latitude,longitude,date,source,genre,price,url,venue_id,event_id
"Hot Take: Hungry, The Speed Of Honey & Her Oscillations + Magnum Opus II",YES Basement,53.47411,-2.23833,2026-07-17,Ticketmaster,N/A,TBC,https://www.universe.com/events/hot-take-hungry-the-speed-of-honey-her-oscillations-magnum-opus-ii-tickets-Q0DC12?ref=ticketmaster,KovZ9177AT7,LvZ18Q-JueNtXC8vGIYVw
Boys Like Girls,Manchester Academy,53.464386,-2.232225,2026-07-17,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/boys-like-girls-manchester-17-07-2026/event/1F0063828B513964,KovZ9177Aof,G5vHZbz15fKP0
S8nt Elektric,Holy Diver,53.41117375,-2.16158853,2026-07-17,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Stockport/Holy-Diver/S8nt-Elektric/42160370/,132745,42160370
"RnB, Hip Hop + Afrobeats 'Til Late",The Blues Kitchen,53.4782265,-2.2504397,2026-07-17,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/The-Blues-Kitchen/RnB-Hip-Hop--Afrobeats-Til-Late/41582176/,104602,41582176
"HOT TAKE: Hungry, THE SPEED OF HONEY AND HER OSCILLATIONS & more",YES Basement,53.4741142,-2.2382036,2026-07-17,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/YES-Basement/HOT-TAKE-Hungry-THE-SPEED-OF-HONEY-AND-HER-OSCILLATIONS--more/42464811/,94728,42464811
At home with Kira Mac - Acoustic Show,Hen House Presents: 547a Liverpool Road,53.4550432,-2.4035159,2026-07-17,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Hen-House-Presents%3A-547a-Liverpool-Road/At-home-with-Kira-Mac---Acoustic-Show/42406934/,139216,42406934
Rumours of Fleetwood Mac,The Lowry,53.473993,-2.293741,2026-07-18,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/rumours-of-fleetwood-mac-salford-18-07-2026/event/1F006330A92C6876,KovZ9177F37,G5vHZbSet5k-U
Road To Nashville,O2 Victoria Warehouse Manchester,53.4643707,-2.2853054,2026-07-18,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/road-to-nashville-manchester-18-07-2026/event/3E00636ACF666391,KovZ9177A50,G5dzZbUl2_JCo
An Afternoon of Indie - Indie for the over 30s,O2 Ritz Manchester,53.474423,-2.243098,2026-07-18,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/an-afternoon-of-indie-indie-for-manchester-18-07-2026/event/3E0064C8BD1A47CF,KovZ9177kaf,G5dzZ_GxWk0L2
Daft Punkz - The Live Band Daft Punk Tribute,Band On The Wall.,53.485235,-2.234389,2026-07-18,Ticketmaster,Pop,TBC,https://www.universe.com/events/daft-punkz-the-live-band-daft-punk-tribute-tickets-49RKBV?ref=ticketmaster,KovZpZAnJkkA,LvZ18Q9cerC8KsOZyvA5M
Wigan Athletic V Port Vale,The Brick Community Stadium,53.54517,-2.654047,2026-07-18,Ticketmaster,Soccer,TBC,https://www.eticketing.co.uk/wiganathletic/EDP/Event/Index/2256?utm_source=Ticketmaster&utm_medium=Shell-Event&utm_campaign=cl:WA-chl:Shell-Event-v.PV,KovZ9177-SV,17u8v0G6C1nuAws
"Hot Take: Normal Village, WHTVRMNS + Cob",YES Basement,53.47411,-2.23833,2026-07-18,Ticketmaster,N/A,TBC,https://www.universe.com/events/hot-take-normal-village-whtvrmns-cob-tickets-DYSMHC?ref=ticketmaster,KovZ9177AT7,LvZ18Q-JuVeHsqZZ0PHnF
Madness - Grandstand & Paddock,Haydock Park Racecourse,53.480911,-2.627185,2026-07-18,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/madness-grandstand-paddock-newtonlewillows-18-07-2026/event/1F006358FF2EBC42,KovZpZAnaEkA,G5vHZbgNT5lse
Korn Again + Deaftones - Cinemac Macclesfield,Cinemac ,53.257726,-2.1270286,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Stockport/Cinemac-/Korn-Again--Deaftones---Cinemac-Macclesfield/41952621/,114812,41952621
This Feeling - Manchester,Off The Square,53.4836446,-2.2323615,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Off-The-Square/This-Feeling---Manchester/42569010/,97652,42569010
Daft Punkz - The Live Band Daft Punk Tribute,Band On The Wall,53.485227,-2.234386,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Band-On-The-Wall/Daft-Punkz---The-Live-Band-Daft-Punk-Tribute/41998828/,536,41998828
Snug Live Sessions w/Heavy Salad + Chimaeras,The Snug Coffee House,53.523916,-2.493465,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/The-Snug-Coffee-House/Snug-Live-Sessions-wHeavy-Salad--Chimaeras/42490300/,133518,42490300
Bask Bingo,Bask,53.4059707,-2.1618229,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Stockport/Bask/Bask-Bingo/42459250/,130809,42459250
Manchester Got Soul: Live Music and DJs Til Late,The Blues Kitchen,53.4782265,-2.2504397,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/The-Blues-Kitchen/Manchester-Got-Soul-Live-Music-and-DJs-Til-Late/41582796/,104602,41582796
Groovin @ Bar 83,Bar 83 Golbourne,53.4767005,-2.5965929,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Warrington/Bar-83-Golbourne/Groovin--Bar-83/42513139/,140134,42513139
"HOT TAKE: Normal Village, WHTVRMNS, Cob",YES Basement,53.4741142,-2.2382036,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/YES-Basement/HOT-TAKE-Normal-Village-WHTVRMNS-Cob/42464812/,94728,42464812
Road to Nashville Indoor Rodeo Show | O2 Victoria Warehouse,O2 Victoria Warehouse,53.464265,-2.284971,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/O2-Victoria-Warehouse/Road-to-Nashville-Indoor-Rodeo-Show--O2-Victoria-Warehouse/41480066/,35106,41480066
MancUnion plus special guests at Elton Liberal Club,Elton Liberal Club,53.5972694,-2.3145598,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Bolton/Elton-Liberal-Club/MancUnion-plus-special-guests-at-Elton-Liberal-Club/41912741/,109765,41912741
Lenny Pearce,Manchester Academy,53.464386,-2.232225,2026-07-19,Ticketmaster,Dance/Electronic,TBC,https://www.ticketmaster.co.uk/lenny-pearce-manchester-19-07-2026/event/1F006453FAEE83D3,KovZ9177Aof,G5vHZ_A2BDI2K
Summer Goes Pop!!!,"The Old Market Square, Warrington",53.3897689,-2.5947638,2026-07-19,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Warrington/The-Old-Market-Square%2C-Warrington/Summer-Goes-Pop/42086093/,132577,42086093
DFIU Events Manchester Presents: The C*ntressas Tour,Cruz 101,53.477198,-2.239284,2026-07-19,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Cruz-101/DFIU-Events-Manchester-Presents-The-Cntressas-Tour/42414187/,17946,42414187
The Dickies,Holy Diver,53.41117375,-2.16158853,2026-07-20,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Stockport/Holy-Diver/The-Dickies/41496262/,132745,41496262
Steel Panther,Manchester Academy,53.464386,-2.232225,2026-07-21,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/steel-panther-manchester-21-07-2026/event/1F00638BEE4979A1,KovZ9177Aof,G5vHZbzRm39J-
Jack Twaites/Jacob James/Susie Jones,The Peer Hat,53.4826436,-2.2327842,2026-07-22,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/The-Peer-Hat/Jack-TwaitesJacob-JamesSusie-Jones/42507402/,128297,42507402
Charlie Puth - Whatever's Clever! World Tour,Manchester Academy,53.464386,-2.232225,2026-07-22,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/charlie-puth-whatevers-clever-world-tour-manchester-22-07-2026/event/1F006391DC2E659B,KovZ9177Aof,G5vHZby6j5Jph
Theo Kandel,Castle Hotel,53.483394,-2.2340017,2026-07-22,Ticketmaster,Folk,TBC,https://www.ticketmaster.co.uk/theo-kandel-manchester-22-07-2026/event/1F0064BAEC8589D1,KovZpZAn1dIA,G5vHZ_5li-bEo
Dark Matter presents Seamus Fogarty + Sophie Cooper,Golden Lion Todmorden,53.712184,-2.09868,2026-07-23,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Oldham/Golden-Lion-Todmorden/Dark-Matter-presents-Seamus-Fogarty--Sophie-Cooper/41998809/,113688,41998809
Westislonely,"The Lodge, Manchester",53.470669,-2.23567,2026-07-23,Ticketmaster,Other,TBC,https://www.ticketmaster.co.uk/westislonely-manchester-23-07-2026/event/1F006496B6915145,KovZ9177ay0,G5vHZ_aQU04AA
A taste of Mala with Live Music From The Nightcreatures,Mala Indian,53.6459043,-2.3316194,2026-07-23,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Bolton/Mala-Indian/A-taste-of-Mala-with-Live-Music-From-The-Nightcreatures/42502372/,140031,42502372
The Nightswimmers - Manchester,Gullivers,53.483919,-2.233949,2026-07-23,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Gullivers/The-Nightswimmers---Manchester/42270648/,1284,42270648
WINE TASTING,Bruk,53.41099,-2.15788,2026-07-23,Ticketmaster,N/A,TBC,https://www.universe.com/events/wine-tasting-tickets-3VDSKB?ref=ticketmaster,KovZ9177HYV,LvZ18QxJWATnYV8vGDrqN
Havoc Presents: Fashion EGGSTRAVAGANZA,The Deaf Institute,53.470281,-2.236581,2026-07-23,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/The-Deaf-Institute/Havoc-Presents-Fashion-EGGSTRAVAGANZA/42573695/,11705,42573695
Smoove & Turrell - The Singles Tour,Band On The Wall,53.485227,-2.234386,2026-07-23,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Band-On-The-Wall/Smoove--Turrell---The-Singles-Tour/41594022/,536,41594022
The Amy Winehouse Experience,O2 Ritz Manchester,53.474423,-2.243098,2026-07-24,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/the-amy-winehouse-experience-manchester-24-07-2026/event/3E00637BEC06A645,KovZ9177kaf,G5dzZbMRivn_A
Black Pistol Fire,Manchester Gorilla,53.473982,-2.243351,2026-07-24,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/black-pistol-fire-manchester-24-07-2026/event/1F00646DF672949E,KovZ9177aw7,G5vHZ_kMUjt3r
"Fell Out Boy & Black Charade | Freight Island, Manchester",Freight Island,53.4751511,-2.2276473,2026-07-24,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Freight-Island/Fell-Out-Boy--Black-Charade--Freight-Island-Manchester/42082013/,121358,42082013
Guns N Yorkshire Roses. Live at Empire Rochdale,Empire Rochdale,53.615938,-2.157467,2026-07-24,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Rochdale/Empire-Rochdale/Guns-N-Yorkshire-Roses-Live-at-Empire-Rochdale/41994327/,108286,41994327
The Gerry Cinna-Man Experience,Fat Bird,53.545314,-2.632215,2026-07-24,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Wigan/Fat-Bird/The-Gerry-Cinna-Man-Experience/42133836/,89957,42133836
MancUnion live at Fuel Cafe Bar - Manchester,Fuel Cafe Bar,53.434585,-2.227981,2026-07-24,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Fuel-Cafe-Bar/MancUnion-live-at-Fuel-Cafe-Bar---Manchester/42405327/,27604,42405327
Everyman - Manchester,The Deaf Institute,53.470281,-2.236581,2026-07-24,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/The-Deaf-Institute/Everyman---Manchester/42457515/,11705,42457515
Jordan Rothwell & Friends At Level One,THE BLUENOTE,53.7142008,-2.0970221,2026-07-25,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Oldham/THE-BLUENOTE/Jordan-Rothwell--Friends-At-Level-One/42489667/,129813,42489667
Comedy Bang! Bang!,Manchester New Century Hall,53.486725,-2.239563,2026-07-25,Ticketmaster,Comedy,TBC,https://www.ticketweb.uk/event/comedy-bang-bang-new-century-hall-tickets/14860463?REFERRAL_ID=tmfeed,KovZ9177ge0,1kGOv00_GACzskf
Guns 2 Roses + Wrong Jovi + AC/DC Reborn,O2 Ritz Manchester,53.474423,-2.243098,2026-07-25,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/guns-2-roses-wrong-jovi-acdc-manchester-25-07-2026/event/3E006378C00164A1,KovZ9177kaf,G5dzZbMNZZp3-
Bolton Wanderers v Everton,Toughsheet Community Stadium,53.580173,-2.536279,2026-07-25,Ticketmaster,N/A,TBC,https://www.eticketing.co.uk/bwfc/EDP/Event/Index/4285,KovZ917709f,ZfqgVMyxjZBYPEHlIZAdak
The Spice Girls Experience. Live at Empire Rochdale,Empire Rochdale,53.615938,-2.157467,2026-07-25,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Rochdale/Empire-Rochdale/The-Spice-Girls-Experience-Live-at-Empire-Rochdale/41997718/,108286,41997718
Avid Fan + Support & Djs,The Player,53.488434,-2.090967,2026-07-25,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Oldham/The-Player/Avid-Fan--Support--Djs/42574204/,1737,42574204
A Night of Jagged Little Pill at Manchester Academy,Manchester Academy,53.463712,-2.231438,2026-07-25,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Manchester-Academy/A-Night-of-Jagged-Little-Pill-at-Manchester-Academy/42265767/,11251,42265767
BALDY HOLLY BAND - Warrington Irish Club -Sat 25th July,The Irish Club,53.3966949,-2.5896419,2026-07-25,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Warrington/The-Irish-Club/BALDY-HOLLY-BAND---Warrington-Irish-Club--Sat-25th-July/42543256/,82736,42138252
Punk Rock Factory,Holy Diver,53.41117375,-2.16158853,2026-07-25,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Stockport/Holy-Diver/Punk-Rock-Factory/42418147/,132745,42418147
GEE TEE (AUS) // Gold Cup Live at Yes Pink Room,YES Pink Room,53.4741165,-2.2383327,2026-07-25,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/YES-Pink-Room/GEE-TEE-AUS--Gold-Cup-Live-at-Yes-Pink-Room/42435299/,106846,42435299
Starsailor + Special Guests,"The Old Market Square, Warrington",53.3897689,-2.5947638,2026-07-25,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Warrington/The-Old-Market-Square%2C-Warrington/Starsailor--Special-Guests/41638128/,132577,41638128
Ellen Beth Abdi / Charlie Boy Manson / Emziii | [Stage & Radio],Stage And Radio,53.482184,-2.231804,2026-07-25,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Stage-And-Radio/Ellen-Beth-Abdi--Charlie-Boy-Manson--Emziii--Stage--Radio/42329773/,72249,42329773
Besses o' the' Barn Brass Band,Ramsbottom Civic Hall,53.649388,-2.318477,2026-07-26,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Bolton/Ramsbottom-Civic-Hall/Besses-o-the-Barn-Brass-Band/42502446/,27426,42502446
Dark Night - Rock and Pop Classics,Empire Warrington,53.3866782,-2.5923529,2026-07-26,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Warrington/Empire-Warrington/Dark-Night---Rock-and-Pop-Classics/42436251/,134859,42436251
"My Generation, ft. The Driscols",Matt And Phreds,53.48359,-2.234911,2026-07-26,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Matt-And-Phreds/My-Generation-ft-The-Driscols/42569218/,7643,42569218
Armanii - The Impact Tour - Manchester,Gorilla,53.474203,-2.24256,2026-07-26,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Gorilla/Armanii---The-Impact-Tour---Manchester/42405633/,34634,42405633
Vox (Mark Burgess) & Stephen Rice from Chameleons,Bask,53.4059707,-2.1618229,2026-07-26,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Stockport/Bask/Vox-Mark-Burgess--Stephen-Rice-from-Chameleons/42563627/,130809,42563627
GLU,YES (Pink Room),53.474109,-2.238335,2026-07-26,Ticketmaster,Hip-Hop/Rap,TBC,https://www.ticketmaster.co.uk/glu-manchester-26-07-2026/event/1F0064829BE2306F,KovZ91776e7,G5vHZ_F1hzNvR
Benin International Musical,Band On The Wall.,53.485235,-2.234389,2026-07-27,Ticketmaster,Hip-Hop/Rap,TBC,https://www.universe.com/events/benin-international-musical-tickets-MSKFTV?ref=ticketmaster,KovZpZAnJkkA,LvZ18QqbOWGam_ZZ0-pwh
Benin International Musical,Band On The Wall,53.485227,-2.234386,2026-07-27,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Band-On-The-Wall/Benin-International-Musical/42330381/,536,42330381
Clive and Imaginary Husband @ Cafe Blah,Cafe Blah,53.4352651,-2.2276796,2026-07-28,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Cafe-Blah/Clive-and-Imaginary-Husband--Cafe-Blah/42581537/,119509,42581537
Vanessa Carlton,Band On The Wall.,53.485235,-2.234389,2026-07-28,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/vanessa-carlton-manchester-28-07-2026/event/1F006392CD2861A1,KovZpZAnJkkA,G5vHZby5u1kk-
Hot 8 Brass Band,Band On The Wall,53.485227,-2.234386,2026-07-29,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Band-On-The-Wall/Hot-8-Brass-Band/42375003/,536,42375003
Hot 8 Brass Band,Band On The Wall.,53.485235,-2.234389,2026-07-29,Ticketmaster,Jazz,TBC,https://www.universe.com/events/hot-8-brass-band-tickets-18LQYS?ref=ticketmaster,KovZpZAnJkkA,LvZ18QrrQHB5MWOZ0Shap
Red Rodeo Club,Fairfield Social Club,53.489639,-2.234954,2026-07-29,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Fairfield-Social-Club/Red-Rodeo-Club/42512505/,83654,42512505
FVIR GVME-Off The Square,Off The Square,53.4836446,-2.2323615,2026-07-30,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Off-The-Square/FVIR-GVME-Off-The-Square/42472293/,97652,42472293
Wolfmother,O2 Ritz Manchester,53.474423,-2.243098,2026-07-30,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/wolfmother-manchester-30-07-2026/event/3E006477CA1839C4,KovZ9177kaf,G5dzZ_6L1kdE7
Tkandz,Manchester The Deaf Institute.,53.47014,-2.236159,2026-07-30,Ticketmaster,Hip-Hop/Rap,TBC,https://www.ticketmaster.co.uk/tkandz-manchester-30-07-2026/event/1F0064C3960A466E,KovZpZAnFvdA,G5vHZ_GCpe0_m
R&B ONLY LIVE,O2 Ritz Manchester,53.474423,-2.243098,2026-07-31,Ticketmaster,R&B,TBC,https://www.ticketmaster.co.uk/rb-only-live-manchester-31-07-2026/event/3E0064C1DD3C5B2A,KovZ9177kaf,G5dzZ_G6q2Ain
RADAR Festival: Friday - Thy Art Is Murder + Volumes + SikTh,O2 Victoria Warehouse Manchester,53.4643707,-2.2853054,2026-07-31,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/radar-festival-friday-thy-art-is-manchester-31-07-2026/event/3E00638CB943584A,KovZ9177A50,G5dzZbzwy8g-1
Caylee Hammack,YES Basement,53.47411,-2.23833,2026-07-31,Ticketmaster,Country,TBC,https://www.ticketmaster.co.uk/caylee-hammack-manchester-31-07-2026/event/1F006494F59C6715,KovZ9177AT7,G5vHZ_aKgEkj4
The Coldplay Tribute. Lve at Empire Rochdale,Empire Rochdale,53.615938,-2.157467,2026-07-31,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Rochdale/Empire-Rochdale/The-Coldplay-Tribute-Lve-at-Empire-Rochdale/41998783/,108286,41998783
"BLOCO DO CAOS - The Bread Shed, Manchester",The Bread Shed,53.471075,-2.235383,2026-07-31,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/The-Bread-Shed/BLOCO-DO-CAOS---The-Bread-Shed-Manchester/42511013/,80433,42511013
Ethan booth,Elevation13,53.4525323,-2.0819125,2026-07-31,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Stockport/Elevation13/Ethan-booth/42579900/,137126,42579900
Punk Rock at The Blossoms,The Blossoms,53.39824,-2.152783,2026-07-31,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Stockport/The-Blossoms/Punk-Rock-at-The-Blossoms/42488626/,54576,42488626
Hayloft Hoedown #2,The Hayloft Cheshire,53.3913269,-2.6777405,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Warrington/The-Hayloft-Cheshire/Hayloft-Hoedown-2/42487069/,138668,42487069
"Green Day and Avril Lavigne | Pop Punk Night, Elevation13, Hyde",Elevation13,53.4525323,-2.0819125,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Stockport/Elevation13/Green-Day-and-Avril-Lavigne--Pop-Punk-Night-Elevation13-Hyde/42412479/,137126,42412479
The Bluetones (Acoustic) + Guests,Bask Stockport,53.4059707,-2.1618229,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Stockport/Bask-Stockport/The-Bluetones-Acoustic--Guests/42438707/,131081,42438707
Iron Maiden - Brian Maiden & Megadeth UK,Holy Diver,53.41117375,-2.16158853,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Stockport/Holy-Diver/Iron-Maiden---Brian-Maiden--Megadeth-UK/42574221/,132745,42574221
Spanish Horses,The Abbey,53.4615523,-2.238415,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/The-Abbey/Spanish-Horses/42439328/,139541,42439328
The Ruffians present: A Trip to Big Tesco,Fuel Café Bar,53.434091,-2.228446,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Manchester/Fuel-Caf%C3%A9-Bar/The-Ruffians-present-A-Trip-to-Big-Tesco/42573178/,9314,42573178
