event_name,venue_name,latitude,longitude,date,source,genre,price,url,venue_id,event_id
Midway Still + Dealing With Damage + Mega Fishy 4,Hare And Hounds Kings Heath,52.434622,-1.89298,2026-07-17,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Hare-And-Hounds-Kings-Heath/Midway-Still--Dealing-With-Damage--Mega-Fishy-4/42084709/,38952,42084709
Roxy Magic [Live],Hare And Hounds Kings Heath,52.434622,-1.89298,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Hare-And-Hounds-Kings-Heath/Roxy-Magic-Live/41739911/,38952,41739911
The Subterraneans,The Rhodehouse,52.560161,-1.825201,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Sutton-Coldfield/The-Rhodehouse/The-Subterraneans/42405304/,106360,42405304
Fleetwood Mac Experience - Live in Birmingham (Tribute Show),Mama Roux's,52.475379,-1.882496,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Mama-Roux%27s/Fleetwood-Mac-Experience---Live-in-Birmingham-Tribute-Show/42436039/,101969,42436039
Charlie Puth - Whatever's Clever! World Tour,O2 Academy Birmingham,52.473277,-1.900215,2026-07-18,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/charlie-puth-whatevers-clever-world-tour-birmingham-18-07-2026/event/3E006390E3244D04,KovZpZAnak7A,G5dzZbydNa7V7
Split Second,O2 Institute3 Birmingham,52.475756,-1.887562,2026-07-18,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/split-second-birmingham-18-07-2026/event/3E0064CAE4109E6B,KovZ9177197,G5dzZ_Gl07ayl
Flesh Creep EP Launch + Support from Birmingham Bands!,The Castle And Falcon,52.4599842,-1.884336,2026-07-18,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Castle-And-Falcon/Flesh-Creep-EP-Launch--Support-from-Birmingham-Bands/42159238/,80637,42159238
JK,O2 Institute2 Birmingham,52.475756,-1.887562,2026-07-18,Ticketmaster,Other,TBC,https://www.ticketmaster.co.uk/jk-birmingham-18-07-2026/event/3E00649CBE402E05,KovZpZAnJkFA,G5dzZ_awX8ezA
Jazz Speakeasy,The Sunflower Lounge,52.476205,-1.897554,2026-07-19,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Sunflower-Lounge/Jazz-Speakeasy/42497360/,2058,42497360
Jools Holland and His Rhythm and Blues Orchestra,Wolverhampton Grand Theatre,52.586493,-2.124205,2026-07-19,Ticketmaster,R&B,TBC,https://www.ticketmaster.co.uk/jools-holland-and-his-rhythm-and-wolverhampton-19-07-2026/event/3700636BC02D5A5E,KovZ9177MNf,1AdjZbUGkRZ54tr
An Afternoon of Rock & Roll,Great Barr Library,52.5466522,-1.9331475,2026-07-20,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Great-Barr-Library/An-Afternoon-of-Rock--Roll/42264236/,111825,42264236
The Wildhearts,XOYO Birmingham,52.47501827,-1.88087599,2026-07-20,Ticketmaster,Rock,TBC,https://www.universe.com/events/the-wildhearts-tickets-BF2CTV?ref=ticketmaster,KovZ91771N0,LvZ18QrX4mkNm_Ovq9HkO
Pre-Season: Walsall v Aston Villa,Pallet-Track Bescot Stadium,52.56542538,-1.99043674,2026-07-21,Ticketmaster,Soccer,TBC,https://www.eticketing.co.uk/walsallfc/EDP/Event/Index/3118?utm_source=Ticketmaster&utm_medium=Shell-Event&utm_campaign=cl:Walsall-chl:Shell-Event-v.Aston-Villa,KovZ9177JAV,17u8v0G6uDVjsou
Rumours of Fleetwood Mac,Wolverhampton Grand Theatre,52.586493,-2.124205,2026-07-21,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/rumours-of-fleetwood-mac-wolverhampton-21-07-2026/event/37006330DAFA9D5A,KovZ9177MNf,1AMZkGYGkdQXtgQ
An Evening with the Flaming Lips,University of Wolverhampton at The Civic Hall,52.586653,-2.130802,2026-07-21,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/an-evening-with-the-flaming-lips-wolverhampton-21-07-2026/event/1F006446FC53AA23,KovZ9177kpV,G5vHZ_7hHfBIN
Steel Panther - EUROPE TWENTY TWENTY S£X TOUR,O2 Academy Birmingham,52.473277,-1.900215,2026-07-22,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/steel-panther-europe-twenty-twenty-sx-birmingham-22-07-2026/event/3E00638F96002EA9,KovZpZAnak7A,G5dzZbzXpZeBt
Eric Johnson,KK's Steel Mill,52.5786863,-2.1309853,2026-07-22,Ticketmaster,Rock,TBC,https://www.universe.com/events/eric-johnson-tickets-FJ8PB1?ref=ticketmaster,KovZ9177jUf,LvZ18Q9a7Km6lDOZyXedg
Shez Raja ft Guthrie Govan Wed 22 July 26 Performing Live Jam House Bham,The Jam House Birmingham,52.48509613,-1.904386,2026-07-22,Ticketmaster,Jazz,TBC,https://www.universe.com/events/shez-raja-ft-guthrie-govan-wed-22-july-26-performing-live-jam-house-bham-tickets-B5J3V9?ref=ticketmaster,KovZpZAnJI6A,LvZ18QhAq2fcM0YZ0cbKd
The Loft Sessions,The Victoria Birmingham,52.4760813,-1.9007447,2026-07-23,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Victoria-Birmingham/The-Loft-Sessions/42436408/,121518,42436408
Bluey's Big Play,Wolverhampton Grand Theatre,52.586493,-2.124205,2026-07-23,Ticketmaster,Children's Theatre,TBC,https://www.ticketmaster.co.uk/blueys-big-play-wolverhampton-23-07-2026/event/37006289BDC33EF5,KovZ9177MNf,1AMZk1aGkeWYSDg
An Evening of… Gregory Isaacs Thu 23 July 2026 Live Jam House Birmingham,The Jam House Birmingham,52.48509613,-1.904386,2026-07-23,Ticketmaster,Reggae,TBC,https://www.universe.com/events/an-evening-of-gregory-isaacs-thu-23-july-2026-live-jam-house-birmingham-tickets-HJDK7N?ref=ticketmaster,KovZpZAnJI6A,LvZ18Q_oSbk_xw8Zy5Ka8
Emerging Artists Showcase 6,The Sunflower Lounge,52.476205,-1.897554,2026-07-23,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Sunflower-Lounge/Emerging-Artists-Showcase-6/42560523/,2058,42560523
Tuk Smith & The Restless Hearts,KK's Steel Mill,52.5786863,-2.1309853,2026-07-23,Ticketmaster,Alternative,TBC,https://www.universe.com/events/tuk-smith-the-restless-hearts-tickets-HD32BP?ref=ticketmaster,KovZ9177jUf,LvZ18Qj7_IhQc78Z0coMR
Guns 2 Roses + Metallica Re-Loaded + Faith No Man,O2 Academy2 Birmingham,52.47406,-1.89955,2026-07-24,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/guns-2-roses-metallica-reloaded-faith-birmingham-24-07-2026/event/3E00637BCE31823F,KovZ9177klf,G5dzZbMRCGbFT
Armanii - The Impact Tour,O2 Institute Birmingham,52.475756,-1.887562,2026-07-24,Ticketmaster,R&B,TBC,https://www.ticketmaster.co.uk/armanii-the-impact-tour-birmingham-24-07-2026/event/3E006498EF89741D,KovZ91771HV,G5dzZ_aNRx98q
Ocean Colour Scene's Andy Bennett,The Victoria Birmingham,52.4760813,-1.9007447,2026-07-24,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Victoria-Birmingham/Ocean-Colour-Scenes-Andy-Bennett/42161492/,121518,42161492
Clockwork Orange plus special guests The Detached Collective,The Flapper Birmingham,52.4804906,-1.9121944,2026-07-24,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Flapper-Birmingham/Clockwork-Orange-plus-special-guests-The-Detached-Collective/42128354/,134039,42128354
Armanii - The Impact Tour - Birmingham,O2 Institute,52.475569,-1.887443,2026-07-24,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/O2-Institute/Armanii---The-Impact-Tour---Birmingham/42405629/,19260,42405629
Bromsgrove Reggae Sessions,Catshill Social Club,52.361126,-2.063549,2026-07-24,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Catshill-Social-Club/Bromsgrove-Reggae-Sessions/42564702/,16483,42564702
SUPERTONIC Fri 24 July 2026 The Jam House Birmingham,The Jam House Birmingham,52.48509613,-1.904386,2026-07-24,Ticketmaster,Pop,TBC,https://www.universe.com/events/supertonic-fri-24-july-2026-the-jam-house-birmingham-tickets-6RCGS4?ref=ticketmaster,KovZpZAnJI6A,LvZ18Q-pfpC1_e8Z0xE90
Andy Bennett (Ocean Colour Scene),"The Victoria, Birmingham",52.476568,-1.900914,2026-07-24,Ticketmaster,Rock,TBC,https://www.universe.com/events/andy-bennett-ocean-colour-scene-tickets-64SRC9?ref=ticketmaster,KovZ91771VV,LvZ18QQqbx8XehOZnUjAG
"An Afternoon of Indie BIRMINGHAM - Indie for the over 30s, 3pm-7pm","O'Neil's, Birmingham",52.47646,-1.912369,2026-07-25,Ticketmaster,Alternative,TBC,https://www.universe.com/events/an-afternoon-of-indie-birmingham-indie-for-the-over-30s-3pm-7pm-tickets-PC975H?ref=ticketmaster,KovZ9177Cif,LvZ18QqzW7j7hHZZ0d6la
Under The Covers,The Rhodehouse,52.560161,-1.825201,2026-07-25,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Sutton-Coldfield/The-Rhodehouse/Under-The-Covers/42405317/,106360,42405317
2nd City Battles - Launch Party,The Castle And Falcon,52.4599842,-1.884336,2026-07-25,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Castle-And-Falcon/2nd-City-Battles---Launch-Party/42436248/,80637,42436248
Lord Clifden Old Skool Classics Alldayer,Lord Clifden,52.4902592,-1.9091511,2026-07-26,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Lord-Clifden/Lord-Clifden-Old-Skool-Classics-Alldayer/42585171/,139182,42585171
FLO: Acoustic Performance + Q&A (14+ with an Adult),O2 Institute Birmingham,52.4758063,-1.8877936,2026-07-26,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/O2-Institute-Birmingham/FLO-Acoustic-Performance--QA-14-with-an-Adult/42415660/,111372,42415660
Caylee Hammack + Riley,Hare And Hounds Kings Heath,52.434622,-1.89298,2026-07-28,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Hare-And-Hounds-Kings-Heath/Caylee-Hammack--Riley/42369570/,38952,42369570
"Weird On Purpose w/ Dusker, SQD & Bleach Fields",Hare And Hounds Kings Heath,52.434622,-1.89298,2026-07-29,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Hare-And-Hounds-Kings-Heath/Weird-On-Purpose-w-Dusker-SQD--Bleach-Fields/42570424/,38952,42570424
Hot 8 Brass Band,The Castle And Falcon,52.4599842,-1.884336,2026-07-30,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Castle-And-Falcon/Hot-8-Brass-Band/42343757/,80637,42343757
The 19th Street Band,Hare And Hounds Kings Heath,52.434622,-1.89298,2026-07-30,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Hare-And-Hounds-Kings-Heath/The-19th-Street-Band/42257957/,38952,42257957
The Masses,Dead Wax,52.4746387,-1.8789963,2026-07-31,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Dead-Wax/The-Masses/42408953/,99974,42408953
Sabbotage,The Victoria Birmingham,52.4760813,-1.9007447,2026-07-31,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Victoria-Birmingham/Sabbotage/41309732/,121518,41309732
LIVE AT THE ROYAL / A Tribute to Kasabian,The Royal Sutton Coldfield,52.5659496,-1.8230434,2026-07-31,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Sutton-Coldfield/The-Royal-Sutton-Coldfield/LIVE-AT-THE-ROYAL--A-Tribute-to-Kasabian/42572282/,135764,42572282
Anthem Social,The Jam House,52.485231,-1.904536,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Jam-House/Anthem-Social/42375448/,38008,42375448
Exodus Movement X 3rd Generation Sound Boy,Level Up Bar,52.5822768,-2.1310358,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Wolverhampton/Level-Up-Bar/Exodus-Movement-X-3rd-Generation-Sound-Boy/42560657/,138551,42560657
This Is Tmrw presents Psych Summer All-Dayer,Hare And Hounds Kings Heath,52.434622,-1.89298,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Hare-And-Hounds-Kings-Heath/This-Is-Tmrw-presents-Psych-Summer-All-Dayer/42467452/,38952,42467452
Spinfest Vol.2: Capital punishment + special guests,Dead Wax Birmingham,52.4750015,-1.8796849,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Dead-Wax-Birmingham/Spinfest-Vol2-Capital-punishment--special-guests/42176042/,138065,42176042
BEAR - Live @ The Flapper [w/ Fluoxetine & The Spoils],The Flapper,52.480479,-1.912217,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Flapper/BEAR---Live--The-Flapper-w-Fluoxetine--The-Spoils/42004257/,476,42004257
"A Night of Jagged Little Pill live at The Robin, Bilston",The Robin,52.567382,-2.07465,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Wolverhampton/The-Robin/A-Night-of-Jagged-Little-Pill-live-at-The-Robin-Bilston/42580668/,858,42580668
Big Stevie's 70s & 80s,The Rhodehouse,52.560161,-1.825201,2026-08-01,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Sutton-Coldfield/The-Rhodehouse/Big-Stevies-70s--80s/42560659/,106360,42560659
The Nature Centre + Sean Murray Album Launch,Hare And Hounds Kings Heath,52.434622,-1.89298,2026-08-02,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Hare-And-Hounds-Kings-Heath/The-Nature-Centre--Sean-Murray-Album-Launch/42483203/,38952,42483203
NBHD Presents: NBHD OPEN JAM (Afro Summer Party),The Night Owl,52.4751658,-1.8818523,2026-08-03,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Night-Owl/NBHD-Presents-NBHD-OPEN-JAM-Afro-Summer-Party/42585164/,64096,42585164
Jazz night with the Hard Bop Collective,Alvechurch Sports And Social Club,52.3516939,-1.9588429,2026-08-03,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Alvechurch-Sports-And-Social-Club/Jazz-night-with-the-Hard-Bop-Collective/42573211/,140373,42573211
An Afternoon of Rock & Roll,Stone Cross Library,52.5442096,-1.9859873,2026-08-04,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/West-Bromwich/Stone-Cross-Library/An-Afternoon-of-Rock--Roll/42438564/,109498,42438564
Jesse Royal,The Jam House,52.485231,-1.904536,2026-08-04,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Jam-House/Jesse-Royal/42427496/,38008,42427496
Inkline,The Sunflower Lounge,52.476205,-1.897554,2026-08-04,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Sunflower-Lounge/Inkline/42479266/,2058,42479266
Luke Combs UK - With Full Band Live - Birmingham,Luna Springs Digbeth ,52.475036,-1.8814649,2026-08-07,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Luna-Springs-Digbeth-/Luke-Combs-UK---With-Full-Band-Live---Birmingham/41499288/,106508,41499288
Gramps Morgan UK Tour,O2 Institute Birmingham,52.4755583,-1.8874453,2026-08-07,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/O2-Institute-Birmingham/Gramps-Morgan-UK-Tour/42345209/,132655,42345209
Blue Eyed Soulsters,The Rhodehouse,52.560161,-1.825201,2026-08-07,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Sutton-Coldfield/The-Rhodehouse/Blue-Eyed-Soulsters/42573545/,106360,42573545
Heathen Apostles + Beltane Moon,Hare And Hounds Kings Heath,52.434622,-1.89298,2026-08-07,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Hare-And-Hounds-Kings-Heath/Heathen-Apostles--Beltane-Moon/42262301/,38952,42262301
The Leo Celebration,Chambers Nightclub Walsall And Venue Hire  WS1 1JQ,52.58500659,-1.97901318,2026-08-08,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Walsall/Chambers-Nightclub-Walsall-And-Venue-Hire--WS1-1JQ/The-Leo-Celebration/42327982/,133466,42327982
ARSE @ The Sunflower Lounge,The Sunflower Lounge,52.476205,-1.897554,2026-08-08,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Sunflower-Lounge/ARSE--The-Sunflower-Lounge/42402649/,2058,42402649
DJ Nick Deeming's 'Soulful of Classics',The Rhodehouse,52.560161,-1.825201,2026-08-08,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Sutton-Coldfield/The-Rhodehouse/DJ-Nick-Deemings-Soulful-of-Classics/42560684/,106360,42560684
The Lower Angel Band,Dead Wax,52.4746387,-1.8789963,2026-08-08,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Dead-Wax/The-Lower-Angel-Band/41776067/,99974,41776067
Misery Index plus Special Guests,The Castle And Falcon,52.4599842,-1.884336,2026-08-10,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Castle-And-Falcon/Misery-Index-plus-Special-Guests/42375593/,80637,42375593
Miki Berenyi Trio,Hare And Hounds Kings Heath,52.434622,-1.89298,2026-08-12,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Hare-And-Hounds-Kings-Heath/Miki-Berenyi-Trio/42504148/,38952,42504148
The Fazeleys - 'In Any Room' E.P. Launch Party,Hare And Hounds Kings Heath,52.434622,-1.89298,2026-08-13,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Hare-And-Hounds-Kings-Heath/The-Fazeleys---In-Any-Room-EP-Launch-Party/42491681/,38952,42491681
The Brothers Emery,The Rhodehouse,52.560161,-1.825201,2026-08-14,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Sutton-Coldfield/The-Rhodehouse/The-Brothers-Emery/42573546/,106360,42573546
Cosey Mueller,Hare And Hounds Kings Heath,52.434622,-1.89298,2026-08-14,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Hare-And-Hounds-Kings-Heath/Cosey-Mueller/42405330/,38952,42405330
UB40 (Tribute),The Victoria Birmingham,52.4760813,-1.9007447,2026-08-14,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Victoria-Birmingham/UB40-Tribute/42324026/,121518,42324026
Rammlied BIRMINGHAM - The Rammstein Party Returns!,Billesley Rock Club,52.4313708,-1.8778614,2026-08-15,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/Billesley-Rock-Club/Rammlied-BIRMINGHAM---The-Rammstein-Party-Returns/41634050/,121151,41634050
Country Ho-down with DJ K-Dogg,The Rhodehouse,52.560161,-1.825201,2026-08-15,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Sutton-Coldfield/The-Rhodehouse/Country-Ho-down-with-DJ-K-Dogg/42560781/,106360,42560781
The AC30'S,The Blue Piano,52.4708267,-1.9222384,2026-08-15,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Blue-Piano/The-AC30S/42254729/,105699,42254729
Absolutely Anytime,The Sunflower Lounge,52.476205,-1.897554,2026-08-15,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/Birmingham/The-Sunflower-Lounge/Absolutely-Anytime/42368839/,2058,42368839
