name,type,id,test,url,locale,images,distance,units,sales,dates,classifications,ageRestrictions,ticketing,nameOrigin,ticketTextLines,_links,_embedded,description,promoter,promoters,info,pleaseNote,seatmap,ticketLimit,accessibility,products
The Gladiators Experience,event,G5vHZbgmf9P6p,False,https://www.ticketmaster.co.uk/the-gladiators-experience-birmingham-02-05-2026/event/1F00635B945E51D6,en-us,"[{'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_SOURCE', 'width': 2426, 'height': 1365, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False}]",13.22,MILES,"{'public': {'startDateTime': '2025-11-28T10:00:00Z', 'startTBD': False, 'startTBA': False, 'endDateTime': '2026-05-02T08:00:00Z'}, 'presales': [{'startDateTime': '2025-11-26T10:00:00Z', 'endDateTime': '2025-11-28T09:00:00Z', 'name': 'O2 Presale'}, {'startDateTime': '2025-11-26T10:00:00Z', 'endDateTime': '2025-11-28T09:00:00Z', 'name': 'Artist Presale'}, {'startDateTime': '2025-11-27T10:00:00Z', 'endDateTime': '2025-11-28T09:00:00Z', 'name': 'Ticketmaster Presale'}]}","{'start': {'localDate': '2026-05-02', 'dateTBD': False, 'dateTBA': False, 'timeTBA': False, 'noSpecificTime': True}, 'end': {'localDate': '2026-08-31', 'approximate': False, 'noSpecificTime': True}, 'timezone': 'Europe/London', 'status': {'code': 'offsale'}, 'spanMultipleDays': False}","[{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7n1', 'name': 'Miscellaneous'}, 'genre': {'id': 'KnvZfZ7vA1n', 'name': 'Family'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vaav', 'name': 'Other'}, 'type': {'id': 'KZAyXgnZfZ7v7nI', 'name': 'Undefined'}, 'subType': {'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}, 'family': False}]",{'legalAgeEnforced': False},"{'safeTix': {'enabled': False}, 'allInclusivePricing': {'enabled': False}}",custom,"{'en-gb': {'line6': '      DO NOT DELETE       ', 'line5': '                          ', 'line4': '   EVENT LISTING CHART    ', 'line3': '    EVENTBASE CREATED     ', 'line2': '                          ', 'line1': '      Do Not Delete       '}}","{'self': {'href': '/discovery/v2/events/G5vHZbgmf9P6p?locale=en-us'}, 'attractions': [{'href': '/discovery/v2/attractions/K8vZ917rRX0?locale=en-us'}], 'venues': [{'href': '/discovery/v2/venues/KovZ91771yf?locale=en-us'}]}","{'venues': [{'name': 'NEC', 'type': 'venue', 'id': 'KovZ91771yf', 'test': False, 'url': 'https://www.ticketmaster.co.uk/nec-tickets-birmingham/venue/256163', 'locale': 'en-us', 'distance': 13.22, 'units': 'MILES', 'postalCode': 'B40 1NT', 'timezone': 'Europe/London', 'city': {'name': 'Birmingham'}, 'country': {'name': 'Great Britain', 'countryCode': 'GB'}, 'address': {'line1': 'The NEC'}, 'location': {'longitude': '-1.71715800', 'latitude': '52.45326600'}, 'markets': [{'name': 'All of United Kingdom', 'id': '201'}, {'name': 'Midlands and Central', 'id': '204'}], 'dmas': [{'id': 601}, {'id': 604}], 'parkingDetail': ""There is ample car parking (£10 per day for standard and disabled, £20 per day for NEC Express Parking). Shuttle buses operate between the car parks and the show. If you're using a sat nav the postcode is B40 1NT."", 'upcomingEvents': {'universe': 815, 'ticketmaster': 1, '_total': 816, '_filtered': 0}, 'ada': {'adaPhones': '0203 375 3970.', 'adaCustomCopy': 'To better accommodate your needs, Moscow State Circus has requested that all special seating accommodations be solicited only through their representatives. Please contact a Box Office for further help with your ticket purchase.* Advance ticket purchase may be required. \n\n* Box office information is subject to change.', 'adaHours': 'Monday - Sunday 09.00 to 21.00 '}, '_links': {'self': {'href': '/discovery/v2/venues/KovZ91771yf?locale=en-us'}}}], 'attractions': [{'name': 'The Gladiators Experience', 'type': 'attraction', 'id': 'K8vZ917rRX0', 'test': False, 'url': 'https://www.ticketmaster.com/the-gladiators-experience-tickets/artist/4012789', 'locale': 'en-us', 'images': [{'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_SOURCE', 'width': 2426, 'height': 1365, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/408/ea0b9df6-5dfb-428a-b395-ec5cb6c5e408_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False}], 'classifications': [{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7n1', 'name': 'Miscellaneous'}, 'genre': {'id': 'KnvZfZ7vA1n', 'name': 'Family'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vaav', 'name': 'Other'}, 'type': {'id': 'KZAyXgnZfZ7v7lt', 'name': 'Event Style'}, 'subType': {'id': 'KZFzBErXgnZfZ7vAF7', 'name': 'Fan Experiences'}, 'family': False}], 'upcomingEvents': {'universe': 815, 'ticketmaster': 1, '_total': 816, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/attractions/K8vZ917rRX0?locale=en-us'}}}]}",,,,,,,,,
Sea Life Birmingham - Standard Entry,event,1AdfZ_6GkT0bQ6m,False,https://attractions.ticketmaster.co.uk/book/1H4NW-TICKETMASTER/#date=2026-07-13,en-us,"[{'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': True}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': True}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': True}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': True}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': True}]",4.8,MILES,"{'public': {'startDateTime': '2026-03-31T15:14:00Z', 'startTBD': False, 'startTBA': False, 'endDateTime': '2026-07-13T08:30:00Z'}}","{'start': {'localDate': '2026-07-13', 'localTime': '09:30:00', 'dateTime': '2026-07-13T08:30:00Z', 'dateTBD': False, 'dateTBA': False, 'timeTBA': False, 'noSpecificTime': False}, 'timezone': 'Europe/London', 'status': {'code': 'offsale'}, 'spanMultipleDays': False}","[{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7n1', 'name': 'Miscellaneous'}, 'genre': {'id': 'KnvZfZ7vA1n', 'name': 'Family'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vaav', 'name': 'Other'}, 'type': {'id': 'KZAyXgnZfZ7v7nI', 'name': 'Undefined'}, 'subType': {'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}, 'family': False}]",{'legalAgeEnforced': False},"{'safeTix': {'enabled': False}, 'allInclusivePricing': {'enabled': False}}",custom,,"{'self': {'href': '/discovery/v2/events/1AdfZ_6GkT0bQ6m?locale=en-us'}, 'attractions': [{'href': '/discovery/v2/attractions/K8vZ917Lx27?locale=en-us'}], 'venues': [{'href': '/discovery/v2/venues/KovZ9177J2V?locale=en-us'}]}","{'venues': [{'name': 'National SEA LIFE Centre Birmingham', 'type': 'venue', 'id': 'KovZ9177J2V', 'test': False, 'url': 'https://www.ticketmaster.co.uk/national-sea-life-centre-birmingham-tickets-birmingham/venue/436050', 'locale': 'en-us', 'distance': 4.8, 'units': 'MILES', 'postalCode': 'B12HL', 'timezone': 'Europe/London', 'city': {'name': 'Birmingham'}, 'country': {'name': 'Great Britain', 'countryCode': 'GB'}, 'address': {'line1': 'National SEA LIFE Centre', 'line2': ""The Water's Edge, Brindleyplace""}, 'location': {'longitude': '-1.91332064', 'latitude': '52.47905250'}, 'markets': [{'name': 'All of United Kingdom', 'id': '201'}, {'name': 'Midlands and Central', 'id': '204'}], 'dmas': [{'id': 601}, {'id': 604}], 'upcomingEvents': {'ticketmaster': 171, '_total': 171, '_filtered': 0}, 'ada': {'adaPhones': 'Phone Number', 'adaHours': 'Hours'}, '_links': {'self': {'href': '/discovery/v2/venues/KovZ9177J2V?locale=en-us'}}}], 'attractions': [{'name': 'National SEA LIFE Centre Birmingham', 'type': 'attraction', 'id': 'K8vZ917Lx27', 'test': False, 'url': 'https://www.ticketmaster.com/national-sea-life-centre-birmingham-tickets/artist/4305114', 'locale': 'en-us', 'externalLinks': {'homepage': [{'url': 'https://www.visitsealife.com/birmingham/'}]}, 'images': [{'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': True}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': True}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': True}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': True}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': True}], 'classifications': [{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7n1', 'name': 'Miscellaneous'}, 'genre': {'id': 'KnvZfZ7vA1n', 'name': 'Family'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vaav', 'name': 'Other'}, 'type': {'id': 'KZAyXgnZfZ7v7n1', 'name': 'Venue Based'}, 'subType': {'id': 'KZFzBErXgnZfZ7v7nJ', 'name': 'Aquarium'}, 'family': False}], 'upcomingEvents': {'ticketmaster': 171, '_total': 171, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/attractions/K8vZ917Lx27?locale=en-us'}}}]}",,,,,,,,,
Sea Life Birmingham - Standard Entry,event,1AdfZ_6GkT0PnFG,False,https://attractions.ticketmaster.co.uk/book/1H4NW-TICKETMASTER/#date=2026-07-14,en-us,"[{'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': True}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': True}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': True}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': True}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': True}]",4.8,MILES,"{'public': {'startDateTime': '2026-03-31T15:15:00Z', 'startTBD': False, 'startTBA': False, 'endDateTime': '2026-07-14T08:30:00Z'}}","{'start': {'localDate': '2026-07-14', 'localTime': '09:30:00', 'dateTime': '2026-07-14T08:30:00Z', 'dateTBD': False, 'dateTBA': False, 'timeTBA': False, 'noSpecificTime': False}, 'timezone': 'Europe/London', 'status': {'code': 'onsale'}, 'spanMultipleDays': False}","[{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7n1', 'name': 'Miscellaneous'}, 'genre': {'id': 'KnvZfZ7vA1n', 'name': 'Family'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vaav', 'name': 'Other'}, 'type': {'id': 'KZAyXgnZfZ7v7nI', 'name': 'Undefined'}, 'subType': {'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}, 'family': False}]",{'legalAgeEnforced': False},"{'safeTix': {'enabled': False}, 'allInclusivePricing': {'enabled': False}}",custom,,"{'self': {'href': '/discovery/v2/events/1AdfZ_6GkT0PnFG?locale=en-us'}, 'attractions': [{'href': '/discovery/v2/attractions/K8vZ917Lx27?locale=en-us'}], 'venues': [{'href': '/discovery/v2/venues/KovZ9177J2V?locale=en-us'}]}","{'venues': [{'name': 'National SEA LIFE Centre Birmingham', 'type': 'venue', 'id': 'KovZ9177J2V', 'test': False, 'url': 'https://www.ticketmaster.co.uk/national-sea-life-centre-birmingham-tickets-birmingham/venue/436050', 'locale': 'en-us', 'distance': 4.8, 'units': 'MILES', 'postalCode': 'B12HL', 'timezone': 'Europe/London', 'city': {'name': 'Birmingham'}, 'country': {'name': 'Great Britain', 'countryCode': 'GB'}, 'address': {'line1': 'National SEA LIFE Centre', 'line2': ""The Water's Edge, Brindleyplace""}, 'location': {'longitude': '-1.91332064', 'latitude': '52.47905250'}, 'markets': [{'name': 'All of United Kingdom', 'id': '201'}, {'name': 'Midlands and Central', 'id': '204'}], 'dmas': [{'id': 601}, {'id': 604}], 'upcomingEvents': {'ticketmaster': 177, '_total': 177, '_filtered': 0}, 'ada': {'adaPhones': 'Phone Number', 'adaHours': 'Hours'}, '_links': {'self': {'href': '/discovery/v2/venues/KovZ9177J2V?locale=en-us'}}}], 'attractions': [{'name': 'National SEA LIFE Centre Birmingham', 'type': 'attraction', 'id': 'K8vZ917Lx27', 'test': False, 'url': 'https://www.ticketmaster.com/national-sea-life-centre-birmingham-tickets/artist/4305114', 'locale': 'en-us', 'externalLinks': {'homepage': [{'url': 'https://www.visitsealife.com/birmingham/'}]}, 'images': [{'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': True}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': True}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': True}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': True}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': True}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': True}], 'classifications': [{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7n1', 'name': 'Miscellaneous'}, 'genre': {'id': 'KnvZfZ7vA1n', 'name': 'Family'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vaav', 'name': 'Other'}, 'type': {'id': 'KZAyXgnZfZ7v7n1', 'name': 'Venue Based'}, 'subType': {'id': 'KZFzBErXgnZfZ7v7nJ', 'name': 'Aquarium'}, 'family': False}], 'upcomingEvents': {'ticketmaster': 177, '_total': 177, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/attractions/K8vZ917Lx27?locale=en-us'}}}]}",,,,,,,,,
