name,type,id,test,url,locale,images,distance,units,sales,dates,classifications,promoter,promoters,pleaseNote,seatmap,ticketLimit,ageRestrictions,ticketing,nameOrigin,_links,_embedded,description,info,accessibility,ticketTextLines,products
Rumours of Fleetwood Mac,event,G5vHZbSd12Mlq,False,https://www.ticketmaster.co.uk/rumours-of-fleetwood-mac-southendonsea-22-07-2026/event/1F006330CA3F7ADD,en-us,"[{'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False}, {'ratio': '1_1', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_SOURCE', 'width': 2469, 'height': 2489, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/3d8/9e092b38-266c-4c6a-950e-c215f72633d8_SOURCE', 'width': 2426, 'height': 1365, 'fallback': False}]",19.04,MILES,"{'public': {'startDateTime': '2025-09-26T09:00:00Z', 'startTBD': False, 'startTBA': False, 'endDateTime': '2026-07-22T18:00:00Z'}}","{'start': {'localDate': '2026-07-22', 'localTime': '19:30:00', 'dateTime': '2026-07-22T18:30:00Z', 'dateTBD': False, 'dateTBA': False, 'timeTBA': False, 'noSpecificTime': False}, 'timezone': 'Europe/London', 'status': {'code': 'onsale'}, 'spanMultipleDays': False}","[{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7nJ', 'name': 'Music'}, 'genre': {'id': 'KnvZfZ7vAe6', 'name': 'Undefined'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7v6JI', 'name': 'Undefined'}, 'type': {'id': 'KZAyXgnZfZ7v7l1', 'name': 'Group'}, 'subType': {'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}, 'family': False}]","{'id': '44', 'name': 'CMP (UK) LTD', 'description': 'CMP (UK) LTD / NTL / GBR'}","[{'id': '44', 'name': 'CMP (UK) LTD', 'description': 'CMP (UK) LTD / NTL / GBR'}, {'id': '44', 'name': 'CMP (UK) LTD', 'description': 'CMP (UK) LTD / NTL / GBR'}]",Under 16s must be accompanied by an adult over 18. A max of 6 tickets per person and per household applies. Tickets in excess of 6 will be cancelled.,{'staticUrl': 'https://s1.ticketm.net/uk/tmimages/venue/maps/uk5/19786s.gif'},{'info': 'Please note: There is a ticket Limit of 6 tickets per person and per credit card on this event'},{'legalAgeEnforced': False},"{'safeTix': {'enabled': False}, 'allInclusivePricing': {'enabled': False}}",custom,"{'self': {'href': '/discovery/v2/events/G5vHZbSd12Mlq?locale=en-us'}, 'attractions': [{'href': '/discovery/v2/attractions/K8vZ9175no7?locale=en-us'}], 'venues': [{'href': '/discovery/v2/venues/KovZpZAnanIA?locale=en-us'}]}","{'venues': [{'name': 'Southend Cliffs Pavilion', 'type': 'venue', 'id': 'KovZpZAnanIA', 'test': False, 'url': 'https://www.ticketmaster.co.uk/southend-cliffs-pavilion-tickets-southendonsea/venue/255520', 'locale': 'en-us', 'distance': 19.04, 'units': 'MILES', 'postalCode': 'SS0 7RA', 'timezone': 'Europe/London', 'city': {'name': 'Southend-On-Sea'}, 'country': {'name': 'Great Britain', 'countryCode': 'GB'}, 'address': {'line1': 'Station Road'}, 'location': {'longitude': '0.69743500', 'latitude': '51.53582000'}, 'markets': [{'name': 'All of United Kingdom', 'id': '201'}, {'name': 'South', 'id': '203'}], 'dmas': [{'id': 601}, {'id': 603}], 'boxOfficeInfo': {'phoneNumberDetail': '01702 351135', 'openHoursDetail': 'Monday - Saturday: 10:00 - 20:00 Sunday: Opens three hours prior to performance.'}, 'parkingDetail': 'There is on-site parking available. Pay and display parking is also available nearby.', 'accessibleSeatingDetail': '**Rod Stewart** 30 April 2016 Accessible tickets for Rod Stewart when enabled for sale,will be available online via www.ticketmaster.co.uk. Presale starts on Wednesday 23rd April at 9:00am Level access and lifts for Wheelchairs. Car Parking is available. Infra-red loop system is available for the hard of hearing.', 'generalInfo': {'childRule': 'Under 14s must be accompanied by an adult over 18.'}, 'upcomingEvents': {'ticketmaster': 90, '_total': 90, '_filtered': 0}, 'ada': {'adaPhones': '0343 310 0030\n', 'adaCustomCopy': 'To better accommodate your needs the Cliffs Pavilion has requested that all Accessible seating ticket requests be solicited only through their representatives. Please contact a  Cliffs Pavilion  representative for further help with your ticket purchase.\n\n* Advance ticket purchase may be required.\n\n* Box office information is subject to change.', 'adaHours': 'Show Days 10am - 8pm 3 hours prior to the start of the show  \nNon Show Days 10am - 8pm  Sunday Closed'}, '_links': {'self': {'href': '/discovery/v2/venues/KovZpZAnanIA?locale=en-us'}}}], 'attractions': [{'name': 'Rumours of Fleetwood Mac', 'type': 'attraction', 'id': 'K8vZ9175no7', 'test': False, 'url': 'https://www.ticketmaster.com/rumours-of-fleetwood-mac-tickets/artist/27157', 'locale': 'en-us', 'externalLinks': {'youtube': [{'url': 'https://www.youtube.com/channel/UCTdyX5hhfUhEnbWRjlI22LQ'}], 'twitter': [{'url': 'https://twitter.com/rumoursfm'}], 'facebook': [{'url': 'https://www.facebook.com/pages/Rumours-Of-Fleetwood-Mac-Official/153658654677935'}], 'instagram': [{'url': 'https://instagram.com/rumoursoffleetwoodmac'}], 'musicbrainz': [{'id': 'b6b8a637-e4f1-4d30-b400-2116e9182630', 'url': 'https://musicbrainz.org/artist/b6b8a637-e4f1-4d30-b400-2116e9182630'}], 'homepage': [{'url': 'https://www.rumoursoffleetwoodmac.com/'}]}, 'images': [{'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False}, {'ratio': '1_1', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_SOURCE', 'width': 2469, 'height': 2489, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/c88/507a3924-fd6d-400c-a9e1-200723836c88_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/3d8/9e092b38-266c-4c6a-950e-c215f72633d8_SOURCE', 'width': 2426, 'height': 1365, 'fallback': False}], 'classifications': [{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7nJ', 'name': 'Music'}, 'genre': {'id': 'KnvZfZ7vAe6', 'name': 'Undefined'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7v6JI', 'name': 'Undefined'}, 'type': {'id': 'KZAyXgnZfZ7v7l1', 'name': 'Group'}, 'subType': {'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}, 'family': False}], 'upcomingEvents': {'mfx-dk': 1, 'mfx-be': 1, 'tmr': 1, 'mfx-nl': 4, 'ticketmaster': 26, 'mfx-no': 2, 'mfx-de': 1, 'trium': 3, '_total': 39, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/attractions/K8vZ9175no7?locale=en-us'}}}]}",,,,,
Life Of Agony,event,LvZ18Q9IUaayr9OZyQ-Ny,False,https://www.universe.com/events/life-of-agony-tickets-K36WPC?ref=ticketmaster,en-us,"[{'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_SOURCE', 'width': 2426, 'height': 1364, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': False}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False}]",19.69,MILES,"{'public': {'startDateTime': '2026-02-06T10:00:00Z', 'startTBD': False, 'startTBA': False, 'endDateTime': '2026-08-02T22:00:00Z'}}","{'access': {'startDateTime': '2026-02-04T10:00:03Z', 'startApproximate': False, 'endDateTime': '2026-08-02T22:00:00Z', 'endApproximate': False}, 'start': {'localDate': '2026-08-02', 'localTime': '19:30:00', 'dateTime': '2026-08-02T18:30:00Z', 'dateTBD': False, 'dateTBA': False, 'timeTBA': False, 'noSpecificTime': False}, 'end': {'localTime': '19:30:00', 'dateTime': '2026-08-02T22:00:00Z', 'approximate': False, 'noSpecificTime': False}, 'timezone': 'Europe/London', 'status': {'code': 'onsale'}, 'spanMultipleDays': False}","[{'segment': {'id': 'KZFzniwnSyZfZ7v7nJ', 'name': 'Music'}, 'genre': {'id': 'KnvZfZ7vAvt', 'name': 'Metal'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vkFd', 'name': 'Heavy Metal'}, 'family': False}]",,,,,,,,custom,"{'self': {'href': '/discovery/v2/events/LvZ18Q9IUaayr9OZyQ-Ny?locale=en-us'}, 'attractions': [{'href': '/discovery/v2/attractions/K8vZ9171fB7?locale=en-us'}, {'href': '/discovery/v2/attractions/K8vZ917r_Qf?locale=en-us'}], 'venues': [{'href': '/discovery/v2/venues/KovZpZAnnJnA?locale=en-us'}]}","{'venues': [{'name': 'Chinnerys', 'type': 'venue', 'id': 'KovZpZAnnJnA', 'test': False, 'url': 'https://www.ticketmaster.co.uk/chinnerys-tickets-southendonsea/venue/411273', 'locale': 'en-us', 'distance': 19.69, 'units': 'MILES', 'postalCode': 'SS1 2EJ', 'timezone': 'Europe/London', 'city': {'name': 'Southend-On-Sea'}, 'country': {'name': 'Great Britain', 'countryCode': 'GB'}, 'address': {'line1': '21 Marine Parade'}, 'location': {'longitude': '0.71916000', 'latitude': '51.53327700'}, 'markets': [{'name': 'All of United Kingdom', 'id': '201'}, {'name': 'South', 'id': '203'}], 'dmas': [{'id': 601}, {'id': 603}], 'upcomingEvents': {'universe': 6, '_total': 6, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/venues/KovZpZAnnJnA?locale=en-us'}}}], 'attractions': [{'name': 'Life of Agony', 'type': 'attraction', 'id': 'K8vZ9171fB7', 'test': False, 'url': 'https://www.ticketmaster.com/life-of-agony-tickets/artist/774494', 'locale': 'en-us', 'externalLinks': {'youtube': [{'url': 'https://www.youtube.com/channel/UC-jwlLr26YGjkTle_EH5kiQ'}], 'twitter': [{'url': 'https://twitter.com/OffiLIFEOFAGONY'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/life-of-agony/17407308'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4gyzQpfG5YQZJt2jj0IkEl?autoplay=true'}], 'facebook': [{'url': 'https://www.facebook.com/lifeofagonyfamiglia/'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Life_of_Agony'}], 'instagram': [{'url': 'https://www.instagram.com/lifeofagonyofficial/'}], 'musicbrainz': [{'id': 'd6ff259a-bbb6-4454-8503-80151da5f2db', 'url': 'https://musicbrainz.org/artist/d6ff259a-bbb6-4454-8503-80151da5f2db'}], 'homepage': [{'url': 'http://www.lifeofagony.com/'}]}, 'images': [{'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_SOURCE', 'width': 2426, 'height': 1364, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/046/12bea999-f7b7-4000-851a-d054a20d9046_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False}], 'classifications': [{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7nJ', 'name': 'Music'}, 'genre': {'id': 'KnvZfZ7vAvt', 'name': 'Metal'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vkFd', 'name': 'Heavy Metal'}, 'type': {'id': 'KZAyXgnZfZ7v7nI', 'name': 'Undefined'}, 'subType': {'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}, 'family': False}], 'upcomingEvents': {'universe': 3, 'mfx-de': 1, 'mfx-pl': 1, '_total': 5, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/attractions/K8vZ9171fB7?locale=en-us'}}}, {'name': 'Divergent Promotions', 'type': 'attraction', 'id': 'K8vZ917r_Qf', 'test': False, 'url': 'https://www.ticketmaster.com/divergent-promotions-tickets/artist/3808504', 'locale': 'en-us', 'externalLinks': {'homepage': [{'url': 'https://divergentpromotions.com/'}]}, 'images': [{'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/121/6ea3a93f-db64-415c-b8d6-29b138435121_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/121/6ea3a93f-db64-415c-b8d6-29b138435121_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False}, {'ratio': '1_1', 'url': 'https://s1.ticketm.net/dam/a/121/6ea3a93f-db64-415c-b8d6-29b138435121_SOURCE', 'width': 5000, 'height': 5016, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/121/6ea3a93f-db64-415c-b8d6-29b138435121_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/121/6ea3a93f-db64-415c-b8d6-29b138435121_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/121/6ea3a93f-db64-415c-b8d6-29b138435121_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/121/6ea3a93f-db64-415c-b8d6-29b138435121_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/121/6ea3a93f-db64-415c-b8d6-29b138435121_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/121/6ea3a93f-db64-415c-b8d6-29b138435121_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/121/6ea3a93f-db64-415c-b8d6-29b138435121_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/121/6ea3a93f-db64-415c-b8d6-29b138435121_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False}], 'classifications': [{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7nJ', 'name': 'Music'}, 'genre': {'id': 'KnvZfZ7vAev', 'name': 'Pop'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vkEl', 'name': 'Pop Rock'}, 'type': {'id': 'KZAyXgnZfZ7v7lt', 'name': 'Event Style'}, 'subType': {'id': 'KZFzBErXgnZfZ7vA6J', 'name': 'Concert'}, 'family': False}], 'upcomingEvents': {'universe': 78, '_total': 78, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/attractions/K8vZ917r_Qf?locale=en-us'}}}]}","Divergent Promotions presents by arrangement with TKO 

90s metal/crossover legends, Life Of Agony, are back in the UK this summer, and they're brining the chaos to Thekla, Bristol! Performing songs from River Runs Red and Ugly, Life Of Agony are ready to take you back to the golden days of US metal! Tickets on sale Friday 6th at 10am!",,,,
