id,name,dates.start.localDate,genre_name,subGenre_name,city_name,attraction_count,attraction_genres
LvZ18Q0C4HTwr5AZwuPV6,"Live Jazz from the Piano Bar at Red Room Studios, Soho",2026-07-23,Jazz,Jazz,London,3.0,['Jazz']
LvZ18Q4mSZtOLG8Z0Yvan,Showaddywaddy,2026-07-23,Rock,Pop,Norwich ,1.0,['Rock']
17u8v0G6G9tCR1z,Jay Buchanan,2026-07-23,Rock,Alternative Rock,Southampton,2.0,"['Alternative', 'Folk']"
17u8v0G6uMcY6v8,Belle Livingstone's 58th Street Country Club,2026-07-23,Jazz,Jazz,London,1.0,['Jazz']
1AMZkotGkd8cKsk,The Courteeners,2026-07-23,Rock,Pop,Stoke-On-Trent,1.0,['Rock']
1AwZkuwGkd6z8U4,Bushman - Restaurant,2026-07-23,Reggae,Reggae,London,2.0,['Reggae']
1AwZkuwGkd6zZSA,Bushman,2026-07-23,Reggae,Reggae,London,2.0,['Reggae']
1AzZkC8GkdjVxIH,Neds Atomic Dustbin,2026-07-23,Rock,Alternative Rock,Belfast,1.0,['Rock']
G5vHZ_aQU04AA,Westislonely,2026-07-23,Other,Other,Manchester,,
G5vHZbURhh_5M,Jools Holland and His Rhythm and Blues Orchestra,2026-07-23,R&B,R&B,Carlisle,2.0,"['R&B', 'Rock']"
G5vHZbUbai1oq,Miss Americana - A Tribute to Taylor Swift,2026-07-23,Undefined,Undefined,Yeovil,1.0,['Undefined']
LvZ18Qj7_IhQc78Z0coMR,Tuk Smith & The Restless Hearts,2026-07-23,Alternative,Alternative Rock,Wolverhampton,1.0,['Alternative']
LvZ18QpNDXjBNI8ZyjZqz,QUEEN BEE,2026-07-23,Rock,Punk,London,1.0,['Rock']
LvZ18QqN_2muFXYvqWgrW,Forever Elton + Forever Billy Joel,2026-07-23,Pop,Pop Rock,Southampton,2.0,['Pop']
LvZ18QxN7FbzYRYZvNl7o,Round 41 - Live Jazz and Fusion Night,2026-07-23,Jazz,Jazz,London,3.0,['Jazz']
1AdbZ_7GkSEQy1R,The Proclaimers,2026-07-23,Rock,Pop,Sunderland,1.0,['Rock']
G5vHZ_A61Z7nG,Somerset House Summer Series: Venna,2026-07-23,Hip-Hop/Rap,Trap,London,3.0,"['Hip-Hop/Rap', 'Rock', 'R&B']"
G5vHZ_FlDwz8w,Diles Que No Me Maten,2026-07-23,Rock,Alternative Rock,London,2.0,"['Alternative', 'World']"
G5vHZ_kCcjwRV,Gary Numan,2026-07-23,Rock,Pop,Bournemouth,1.0,['Rock']
G5vHZ_kVdGyHG,Black Pistol Fire,2026-07-23,Rock,Alternative Rock,London,1.0,['Rock']
G5vHZbUp7uK3c,Bat Sabbath,2026-07-23,Undefined,Undefined,London,1.0,['Undefined']
LvZ18QLaozT9x_ZZJvvGR,The Sweet Kill,2026-07-23,Rock,Goth Metal,"Newcastle upon Tyne, NE1 2PQ",1.0,['Rock']
LvZ18QO6DQD8OBYZ0H7Le,King Tuts Summer Nights Presents: ForFauna,2026-07-23,Rock,Pop,Glasgow,5.0,"['Rock', 'Alternative']"
LvZ18QO9BOWInoYZzAz6y,Gee Tee,2026-07-23,Rock,Punk,Leeds,1.0,['Rock']
16dfZ_djMG7HthZ,Abba Voyage - VIP Premium Package,2026-07-23,Pop,Pop,London,1.0,['Pop']
1AgZkCKGkeVwQv6,ABBA Voyage,2026-07-23,Pop,Pop,London,1.0,['Pop']
17GOv0G6G9zOZYU,Bastie + Belle + Special Guest,2026-07-23,Rock,Pop,London,,
LvZ18QxT3Dr4mRZZDqeKc,Amplify - Good Time Locomotive / Ultraviolet,2026-07-23,Alternative,Alternative,Hertford,3.0,['Alternative']
LvZ18Q0C4HTwr5AZwuPVk,"Live Jazz from the Piano Bar at Red Room Studios, Soho",2026-07-23,Jazz,Jazz,London,3.0,['Jazz']
LvZ18Q3jvZF9VW8Z08Xv3,Fleetwood Mac: Our Own Way,2026-07-23,Rock,Classic Rock,London,1.0,['Rock']
LvZ18QjdzhMlDLZZViN6R,Tuk Smith & The Restless Hearts,2026-07-23,Alternative,Alternative Rock,Wolverhampton,1.0,['Alternative']
17uYvxG626FGRPc,Latitude Luxury 2026 - Shikar Tent for 4,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG626fT6gM,Latitude Luxury 2026 - Summerhouse (En-Suite) for 2,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG626jgzWO,Latitude Luxury 2026 - the Night Owl (En-Suite) for 2,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6C0dWaQl,Latitude Luxury 2026 - Cabin for 4,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6CE3dITZ,"Latitude Luxury 2026 - Arena Bell for 2, 3, or 4",2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6CE9y_Zo,Latitude Luxury 2026 - Cabin for 2,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6CESi__h,Latitude Luxury 2026 - Luxury Cabin (En-Suite) for 2,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6CJVrzmp,Latitude Luxury 2026 - Deluxe Bell for 2,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6CJYEzqv,Latitude Luxury 2026 - Mini Bedouin,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6CJrDMPH,Latitude Luxury 2026 - Country Wagon for 4,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6COHgbjJ,"Latitude Luxury 2026 - Bell House for 2, 3, or 4",2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6COMvIQn,Latitude Luxury 2026 - Motorhome Airstream (En-Suite) for 5,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6CORdbQJ,"Latitude Luxury 2026 - Airstream (En-Suite) for 2, 4, or 5",2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6CRAgwV1,"Latitude Luxury 2026 - Luxury Bell Tent for 2, 3 or 4",2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6ClHa4jI,"Latitude Luxury 2026 - Safari Suite (En-Suite) for 2, 3 or 4",2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6ClKZSWc,Latitude Luxury 2026 - Empty Bell for up to 5 or 8,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6ClM7g95,Latitude Luxury 2026 - Luxury Yurt for 2,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6ClRMfSC,Latitude Luxury 2026 - Tenthouse (En Suite) for 4,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6Clw90g2,"Latitude Luxury 2026 - Forest Luxury Bell Tent for 2, 3 or 4",2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6Cn33s2T,Latitude Luxury 2026 - Bedouin Tent for 2 or 4,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6Cn3ho8N,Latitude Luxury 2026 - Safari Grand (En-Suite) for 4,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6CnGl-Fx,Latitude Luxury 2026 - Bedouin Mirage for 4,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6CnOQvls,Latitude Luxury 2026 - Eco Lodge (En-Suite) for 2,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6CnfTsfL,Latitude Luxury 2026 - RV for up to 4 or 8,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6Cnm83GM,Latitude Luxury 2026 - Tipi Tenthouse (En Suite) for 8,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6Cnn7eAI,Latitude Luxury 2026 - Luxury Tipi for 2 or 4,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
17uYvxG6Cnyt301,"Latitude Luxury 2026 - Tipi Lodge for 2, 3 or 4",2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
1AMZk8SGkd763OM,Latitude Festival 2026: Lanyard & Programme,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
1AdjZbSGkBDZtQk,Latitude Festival 2026: Souvenir Ticket,2026-07-23,Undefined,Undefined,Suffolk,1.0,['Undefined']
1kuYv018GA5oKDu,Latitude Festival 2026 - Friday Day Ticket,2026-07-24,Undefined,Undefined,Suffolk,17.0,"['Undefined', 'Rock', 'Alternative', 'R&B', 'Dance/Electronic', 'Pop', 'Folk', 'Comedy']"
G5vHZbVqHXN4F,HERITAGE LIVE: Richard Ashcroft,2026-07-24,Rock,Pop,Reading,2.0,"['Rock', 'Other']"
LvZ18QhkZP4HYQZZv_qp4,Cougar Live MusicX,2026-07-24,Rock,Pop,Keighley,2.0,"['Rock', 'Reggae']"
1AMZkubGkdRUu4v,Ministry Of Sound Classical - Live After Racing,2026-07-24,Classical,Classical/Vocal,Esher,2.0,"['Classical', 'Rock']"
1AgZkodGkdkptQu,Craig David Presents Ts5 - Grandstand & Paddock,2026-07-24,R&B,R&B,York,1.0,['R&B']
1AgZkodGkeIuky_,Craig David Presents TS5 - County Stand,2026-07-24,R&B,R&B,York,1.0,['R&B']
1ANZk8EGkdMNYWE,Bruno Mars - The Romantic Tour,2026-07-24,Pop,Pop,London,3.0,"['Pop', 'Dance/Electronic']"
1AdbZbVGkUKwdBT,Luke Combs - My Kinda Saturday Night Tour,2026-07-24,Country,Country,Edinburgh,4.0,"['Country', 'Blues']"
G5vHZ_75a-fBo,Self Esteem - Upgrade (does not include event ticket),2026-07-24,Pop,Pop,Cardiff,4.0,"['Pop', 'Rock', 'Dance/Electronic', 'Hip-Hop/Rap']"
G5vHZbMkuISRy,Self Esteem,2026-07-24,Pop,Electro Pop,Cardiff,4.0,"['Pop', 'Rock', 'Hip-Hop/Rap', 'Dance/Electronic']"
LvZ18Q-gOnqvZo8vO8Lxt,My Rushmore,2026-07-24,Alternative,Alternative Rock,London,1.0,['Alternative']
LvZ18QNV2VmcOQ4JLpnBm,"Feeder | Blackpool, Winter Gardens",2026-07-24,Rock,Alternative Rock,Blackpool,4.0,"['Rock', 'Alternative']"
LvZ18QNV32oxOMLgDHShr,"Live at Melbourne Hall: Jo Whiley's 90s Anthems, Gary Davies 80s Disco",2026-07-24,Pop,Pop,Derby,2.0,"['Pop', 'Dance/Electronic']"
LvZ18Qf5GSC_3ZZZwKfZE,The Wombats,2026-07-24,Rock,Alternative Rock,Newcastle upon Tyne ,2.0,['Rock']
G5vHZbzK-Itdh,Self Esteem - Official Ticket and Hotel Bundls,2026-07-24,Pop,Pop,Cardiff,2.0,"['Pop', 'Rock']"
1AdfZbgGkmrR7Gf,Alex James' Britpop Classical,2026-07-24,Rock,Alternative Rock,Margate,2.0,"['Alternative', 'Rock']"
17uOv0G6GKLAGWg,"Kyle Falconer, Spyres, Chancer, Alcatraz, Fog Bandits",2026-07-24,Rock,Pop,Glasgow,4.0,"['Rock', 'Alternative', 'Miscellaneous']"
G5vHZ_dhhlVAn,Summer Concerts - Fleetwood Bac - A Tribute to Fleetwood Mac,2026-07-24,Rock,Pop,Staffordshire,2.0,['Rock']
LvZ18Q-pfpC1_e8Z0xE90,SUPERTONIC Fri 24 July 2026 The Jam House Birmingham,2026-07-24,Pop,Pop,Birmingham,2.0,"['Pop', 'Classical']"
LvZ18QxNGBPZeYOZvC6Lb,Alfies Soho - Live Jazz and Blues,2026-07-24,Jazz,Jazz,London,2.0,['Jazz']
1AdjZbUGkRuqpQk,Jools Holland and His Rhythm & Blues Orchestra,2026-07-24,R&B,R&B,Peterborough,2.0,"['R&B', 'Rock']"
G5dzZbtLobv7V,Go Your Own Way Fleetwood Mac Tribute,2026-07-24,Undefined,Undefined,Newcastle Upon Tyne,1.0,['Undefined']
G5vHZ_kC42oHe,Gary Numan,2026-07-24,Rock,Pop,Bournemouth,1.0,['Rock']
LvZ18QxNAv4ZeYOZvC6_a,"Live Jazz from the Piano Bar at Red Room Studios, Soho",2026-07-24,Jazz,Jazz,London,3.0,['Jazz']
LvZ18QxR_ogQ_GZvOwcRw,Kaytranada's 99.9% Revisited (10th Anniversary),2026-07-24,Dance/Electronic,Dance/Electronic,London,1.0,['Dance/Electronic']
17GOv0G61NcJ8la,Six60,2026-07-24,Rock,Pop,Glasgow,1.0,['Rock']
17GOv0G6Gl42Y0a,The Freddie & Queen Experience,2026-07-24,Rock,Pop,Dunfermline,,
17u8v0G6uMcX96h,Belle Livingstone's 58th Street Country Club,2026-07-24,Jazz,Jazz,London,1.0,['Jazz']
17uOv0G61NHQ_OA,Six60,2026-07-24,Rock,Pop,Glasgow,1.0,['Rock']
1AdfZ_aGkRUtbKJ,JK,2026-07-24,Other,Other,Leeds,1.0,['Other']
G5dzZ_aMgg7I1,Donell Jones & Ginuwine,2026-07-24,R&B,R&B,London,2.0,['R&B']
G5dzZ_aNRx98q,Armanii - The Impact Tour,2026-07-24,R&B,R&B,Birmingham,,
G5dzZbMRCGbFT,Guns 2 Roses + Metallica Re-Loaded + Faith No Man,2026-07-24,Undefined,Undefined,Birmingham,3.0,['Undefined']
G5dzZbMRivn_A,The Amy Winehouse Experience,2026-07-24,Undefined,Undefined,Manchester,1.0,['Undefined']
G5dzZbzR4bg7K,Steel Panther Europe Twenty Twenty S£x Tour,2026-07-24,Rock,Pop,Bristol,3.0,"['Rock', 'Alternative']"
G5vHZ_kMUjt3r,Black Pistol Fire,2026-07-24,Rock,Alternative Rock,Manchester,1.0,['Rock']
G5vHZbUMhfz5x,David Gray,2026-07-24,Rock,Alternative Rock,Basingstoke,1.0,['Rock']
G5vHZbg9FJFdD,Chalk,2026-07-24,Rock,Alternative Rock,London,2.0,"['Rock', 'Alternative']"
LvZ18Q-uS8q2ojYvOs8D1,The Legend of Luke Kelly,2026-07-24,Country,Country,Belfast,1.0,['Country']
LvZ18Q-xbSf6r68ZEucsb,Sabbotage - A tribute to Black Sabbath,2026-07-24,Metal,Metal,Cardiff,1.0,['Metal']
LvZ18Q4WMRV0Kr8Zl3OeC,"Voodoo Room - A Night of Hendrix, Clapton & Cream",2026-07-24,Rock,Alternative Rock,Morecambe,1.0,['Rock']
LvZ18QQTDOjwiv8ZVo5Mc,Swiftogeddon - The Taylor Themed Club Night - Liverpool (Early Show),2026-07-24,Pop,Pop,Liverpool,1.0,['Pop']
LvZ18QaH6b2pRA8ZRwBVw,Hounds Of Love: The Kate Bush Celebration,2026-07-24,Pop,Pop Rock,Southampton,2.0,"['Pop', 'Rock']"
LvZ18Qhvn2WrDTZZVaZI8,Arnocorps,2026-07-24,Metal,Heavy Metal,Newcastle Upon Tyne,1.0,['Metal']
LvZ18Qj1APne68OZz9o1d,Stiff Bizkit,2026-07-24,Hip-Hop/Rap,Rap-Rock,Derby,1.0,['Hip-Hop/Rap']
LvZ18QrmC5sweXZZ0w_Rf,The Sweet Kill,2026-07-24,Rock,Goth Metal,London,2.0,"['Rock', 'Alternative']"
LvZ18QxNe-cEv4YZvc-R2,Soho Spotlight - Friday Live Performance,2026-07-24,Jazz,Jazz,London,3.0,['Jazz']
17u8vxG6umQLMZD,Anything for Love  The Meat Loaf Story,2026-07-24,Undefined,Undefined,Scarborough,1.0,['Undefined']
1adjZ_ejt0KZd2Au,Lost In Music - One Night at the Disco,2026-07-24,Undefined,Undefined,Bath,1.0,['Undefined']
G5vHZ_A623fX5,Somerset House Summer Series: Raf-Saperra,2026-07-24,Hip-Hop/Rap,Trap,London,3.0,"['Hip-Hop/Rap', 'Rock', 'Dance/Electronic']"
LvZ18Qx1_x_MgqYZzT9EN,THE SELECTER,2026-07-24,Rock,Pop,Northampton,1.0,['Rock']
1AgZkCKGkeVTneA,ABBA Voyage,2026-07-24,Pop,Pop,London,1.0,['Pop']
1agZk8MCexpZeCe,Abba Voyage - VIP Premium Package,2026-07-24,Pop,Pop,London,1.0,['Pop']
17GOv0G6GRl5OIk,Buster and Tallulah + Slowlight + Carlton + DJ Max De Luz,2026-07-24,Rock,Pop,London,,
17uYv0G6GjiBbLB,Jay Buchanan,2026-07-24,Rock,Alternative Rock,Bristol,2.0,"['Alternative', 'Folk']"
LvZ18Q8S0pL_v9YZ0_V-s,Roxy Magic,2026-07-24,Undefined,Undefined,Kinross,1.0,['Undefined']
LvZ18QLd1W3RpqZZ0Vt7G,Northern Soul LIVE – The Signatures,2026-07-24,R&B,Northern Soul,London ,1.0,['R&B']
LvZ18QQqbx8XehOZnUjAG,Andy Bennett (Ocean Colour Scene),2026-07-24,Rock,Pop,Birmingham,1.0,['Rock']
LvZ18Q_oNvyATrZZwz9vS,Whitesnake UK,2026-07-24,Undefined,Undefined,Nuneaton,1.0,['Undefined']
LvZ18QxNGBPZeYOZvC6L_,Alfies Soho - Live Jazz and Blues,2026-07-24,Jazz,Jazz,London,2.0,['Jazz']
LvZ18QxNAv4ZeYOZvC6_1,"Live Jazz from the Piano Bar at Red Room Studios, Soho",2026-07-24,Jazz,Jazz,London,3.0,['Jazz']
17uYv0G6uhbMQ9L,BBC Proms: Nadine Shah and Royal Northern Sinfonia,2026-07-24,Rock,Alternative Rock,Gateshead,1.0,['Rock']
LvZ18Qh8WwojY9YZiwS6S,Brit Funk Association,2026-07-24,R&B,Funk,London,1.0,['R&B']
LvZ18QLegRa-i7ZvqXskE,Carl Craig (All Night Long),2026-07-24,Dance/Electronic,Club Dance,London,2.0,['Dance/Electronic']
17uYvxG6CRt3foY,The Latitude Lounge 2026,2026-07-24,Undefined,Undefined,Suffolk,1.0,['Undefined']
1AdjZ_eGkwqOsJB,Latitude Festival 2026 - Saturday Day Ticket,2026-07-25,Undefined,Undefined,Suffolk,19.0,"['Undefined', 'Pop', 'Rock', 'R&B', 'Folk', 'Alternative', 'Comedy']"
1AgZkupGkdeJUMk,Racing + Tom Grennan - County Stand,2026-07-25,Rock,Pop,York,1.0,['Rock']
1AgZkupGkeSbU8p,Racing + Tom Grennan - Grandstand & Paddock,2026-07-25,Rock,Pop,York,1.0,['Rock']
16zZko3JKZA2e55e,LENNY PEARCE: TODDLER RAVE WORLD TOUR PART 2,2026-07-25,Pop,Electro Pop,Belfast,1.0,['Dance/Electronic']
G5vHZ_71o0sjw,Depot In The Castle 2026 Upgrade (does not include event ticket),2026-07-25,Rock,Pop,Cardiff,3.0,['Rock']
G5vHZbsREIx61,"Depot In The Castle: The Wombats, Sugababes +more",2026-07-25,Rock,Pop,Cardiff,7.0,"['Rock', 'Alternative']"
G5vHZbV7d-BLk,The Wombats- Official Ticket and Hotel Bundls,2026-07-25,Rock,Alternative Rock,Cardiff,2.0,['Rock']
LvZ18Qj16egQHgZZE6gbD,The Saturday Brunch Club,2026-07-25,Food & Drink,Food & Drink,London,2.0,"['Food & Drink', 'Jazz']"
17u8v0G6uMmGE5j,Belle Livingstone's 58th Street Country Club,2026-07-25,Jazz,Jazz,London,1.0,['Jazz']
LvZ18Q207jHjtnOZl_pxX,Saturday Soul Lunch | Acantha Lang’s Soul Selection,2026-07-25,R&B,Soul,London,1.0,['R&B']
LvZ18Q6I_IpeqcOZtxpcH,"KISSTORY On Blackheath, London",2026-07-25,Dance/Electronic,Club Dance,London,1.0,['Dance/Electronic']
LvZ18QhkZPQyTQ8Zvtz4U,Cougar Live MusicX,2026-07-25,Rock,Pop,Keighley,2.0,"['Rock', 'Reggae']"
1AwZk8EGkeI5YE3,Re-Sound Festival,2026-07-25,Other,Other,Southampton,,
G5vHZbVnr6g-E,Heritage Live: Ministry of Sound Classical + Special Guests,2026-07-25,Classical,Classical/Vocal,Reading,7.0,"['Classical', 'Other', 'Rock', 'Dance/Electronic']"
16gZk8MCAZA216Ck,Abba Voyage - VIP Premium Package,2026-07-25,Pop,Pop,London,1.0,['Pop']
17uOv0G6G3nct8k,"OPTIKA - Auntie Flo, Petrichor, Nightwave, Konx-Om-Pax, Jamie Thomson",2026-07-25,Pop,Electro Pop,Glasgow,2.0,"['Dance/Electronic', 'Miscellaneous']"
1AgZkCKGkegu1k9,ABBA Voyage,2026-07-25,Pop,Pop,London,1.0,['Pop']
LvZ18Q0QvqECaqLSFC0JR,"Italo Disco Party (Day & Night): Ryan Paris (Live PA), Daniele Baldelli ++",2026-07-25,Dance/Electronic,Dance/Electronic,London,1.0,['Dance/Electronic']
LvZ18Q0_T26L6qT3-yOSX,Soul City Day & Night Party (Open Air),2026-07-25,Dance/Electronic,Dance/Electronic,London,1.0,['Dance/Electronic']
LvZ18Q0aCouaQaJyKcgGt,"Live at Melbourne Hall: Lightning Seeds, Maximo Park, Riding The Low",2026-07-25,Rock,Pop,Derby,3.0,"['Rock', 'Metal']"
LvZ18Q4RCcyOLG8Z0Yeqx,Re-Sound Festival,2026-07-25,Pop,Pop Rock,Southampton,1.0,['Pop']
LvZ18QhAb1baxNZZ0aect,Day Fever - Newcastle,2026-07-25,Dance/Electronic,Dance/Electronic,Newcastle upon Tyne,1.0,['Dance/Electronic']
LvZ18QhAbRzaxNZZVavUK,Day Fever - Glasgow,2026-07-25,Dance/Electronic,Dance/Electronic,Glasgow,1.0,['Dance/Electronic']
LvZ18QjzDytHOtYZzR2Tm,Planet V BBQ,2026-07-25,Dance/Electronic,Club Dance,London,5.0,"['Dance/Electronic', 'Hip-Hop/Rap', 'Variety']"
LvZ18QqzW7j7hHZZ0d6la,"An Afternoon of Indie BIRMINGHAM - Indie for the over 30s, 3pm-7pm",2026-07-25,Alternative,Indie Rock,Birmingham,1.0,['Alternative']
LvZ18Qrcn4_MCM8Z0O4TT,"An Afternoon of Emo & 90s, 00s Rock LONDON, 3pm-7pm",2026-07-25,Alternative,Adult Alternative Pop/Rock,London,1.0,['Alternative']
16zZko3JKZA8e557,LENNY PEARCE: TODDLER RAVE WORLD TOUR PART 2,2026-07-25,Pop,Electro Pop,Belfast,1.0,['Dance/Electronic']
1ANZk8EGkdzq8WY,Bruno Mars - The Romantic Tour,2026-07-25,Pop,Pop,London,3.0,"['Pop', 'Dance/Electronic']"
1AUZkuFGkdVfH9g,Luke Combs - My Kinda Saturday Night Tour,2026-07-25,Country,Country,Edinburgh,4.0,"['Country', 'Blues']"
1AgZkuVGkd3GIav,OMD,2026-07-25,Pop,Electro Pop,Margate,4.0,"['Pop', 'Rock', 'Alternative']"
1AzZko0Gkezpv-t,Ben Nicky - FEILE 2026,2026-07-25,Pop,Electro Pop,Belfast,2.0,"['Dance/Electronic', 'Rock']"
LvZ18Q0VNVfnJep9WtcGF,NINEBAR,2026-07-25,Metal,Heavy Metal,London,4.0,"['Metal', 'Rock']"
16gZk8PPFZAueuGA,Tom Jones,2026-07-25,Rock,Pop,Halifax,3.0,['Rock']
1AdfZbgGkTf1lBZ,James Taylor & His All-Star Band,2026-07-25,Rock,Pop,Scarborough,2.0,['Rock']
G5vHZ_dwmdA6V,Summer Concerts - Pop Party 2010s - 2025,2026-07-25,Pop,Pop,Staffordshire,1.0,['Rock']
LvZ18QxNGBN2PM8Zv-dL9,Alfies Soho - Live Jazz and Blues,2026-07-25,Jazz,Jazz,London,2.0,['Jazz']
1AdfZ_dGkSWwbfD,Tom Jones- Official Ticket and Hotel Bundls,2026-07-25,Rock,Pop,Halifax,2.0,['Rock']
1AgZkuPGkd81_51,James Taylor- Official Ticket and Hotel Bundls,2026-07-25,Rock,Pop,Scarborough,2.0,['Rock']
G5dzZbz1uMdvj,The Amy Winehouse Experience,2026-07-25,Undefined,Undefined,Newcastle Upon Tyne,1.0,['Undefined']
LvZ18QO3jD8W3KOZz7tzI,Hayao Miyazaki's Dreams by Mystery Ensemble,2026-07-25,Classical,Classical/Vocal,London,1.0,['Classical']
LvZ18Qjy6DF-1mYZz4YEl,ArnoCorps,2026-07-25,Metal,Heavy Metal,Glasgow,1.0,['Metal']
LvZ18QradAt3OiYZ0bgaS,Mádé Kuti & The Movement,2026-07-25,World,Afro-Beat,London,1.0,['World']
17GOv0G6uYcxZUK,Six60,2026-07-25,Rock,Pop,Glasgow,1.0,['Rock']
17u8v0G6uMmQMo0,Belle Livingstone's 58th Street Country Club,2026-07-25,Jazz,Jazz,London,1.0,['Jazz']
17uOv0G6GCQoJN6,Six60,2026-07-25,Rock,Pop,Glasgow,1.0,['Rock']
1AMZkGYGkdqUazM,Rumours of Fleetwood Mac,2026-07-25,Undefined,Undefined,Guildford,1.0,['Undefined']
1AdbZbzGkligl7m,Steel Panther Europe Twenty Twenty S£x Tour,2026-07-25,Rock,Pop,Southampton,1.0,['Rock']
G5dzZ_6nbkSQS,Bar Dust - Tribute To the Pogues,2026-07-25,Rock,Pop,London,3.0,['Rock']
G5dzZ_aN_JUdo,Armanii - The Impact Tour,2026-07-25,Reggae,Reggae,London,,
G5dzZ_awKPsc5,JK,2026-07-25,Other,Other,London,1.0,['Other']
G5dzZbMNZZp3-,Guns 2 Roses + Wrong Jovi + AC/DC Reborn,2026-07-25,Undefined,Undefined,Manchester,2.0,"['Undefined', 'Rock']"
G5vHZ_A6uRVyT,Somerset House Summer Series: The Flaming Lips,2026-07-25,Rock,Alternative Rock,London,2.0,['Rock']
G5vHZbUMEzFY7,David Gray,2026-07-25,Rock,Alternative Rock,Basingstoke,1.0,['Rock']
LvZ18Qb72XNdLb8ZyLnYw,ULTIMATE WHITESNAKE,2026-07-25,Rock,Rock,Bradford,1.0,['Rock']
LvZ18Qjfs_hpohOvLpAZL,Evil Scarecrow,2026-07-25,Metal,Heavy Metal,Southampton,5.0,"['Metal', 'Pop', 'Other', 'Rock']"
G5vHZbM9YCBpt,The Proclaimers,2026-07-25,Rock,Pop,Bexhill on Sea,1.0,['Rock']
LvZ18Q5nOwQ5opOZn3rmK,Glam Rockerz,2026-07-25,Rock,Glam,"Newcastle upon Tyne, NE1 2PQ",2.0,['Rock']
LvZ18QCbQ11eK-OZ0xRfc,Papa Shango,2026-07-25,Rock,Indie Rock,Newcastle Upon Tyne,1.0,['Rock']
LvZ18QOFZ2_0DZYv1Z6GM,King Tut's Summer Nights Presents: Heavy Heads,2026-07-25,Rock,Pop,Glasgow,5.0,"['Rock', 'Alternative']"
LvZ18QOGJ6DJWh8vqD3SK,Type Of Negative - A Type O Negative tribute night,2026-07-25,Metal,Goth Metal,Cardiff,1.0,['Metal']
LvZ18QQGPTefeEOZw5J1Y,Ultimate Coldplay - Tribute to Coldplay,2026-07-25,Undefined,Undefined,Hertford,1.0,['Undefined']
LvZ18QxAl_V4GmZvOSln7,Hayao Miyazaki's Dreams by Mystery Ensemble,2026-07-25,Classical,Classical/Vocal,Cardiff,1.0,['Classical']
1AgZkCKGkegQ1Gc,ABBA Voyage,2026-07-25,Pop,Pop,London,1.0,['Pop']
1agZk8MCaCpZe2F,Abba Voyage - VIP Premium Package,2026-07-25,Pop,Pop,London,1.0,['Pop']
17GOv0G6GnBu8xL,Octrain + Woman Wept + Kinoko Curse,2026-07-25,Rock,Pop,London,,
LvZ18Q9CFuHLj68Z0M2Tt,Lizzie And The Banshees,2026-07-25,Alternative,Post-Punk,Nuneaton,1.0,['Alternative']
LvZ18QhnlKGSaWOZiEPz6,HARD ROCK COMPANY – A Tribute to Free and Bad Company,2026-07-25,Rock,Rock,Stockton-on-Tees,1.0,['Rock']
LvZ18QxNGBN2PM8Zv-dLb,Alfies Soho - Live Jazz and Blues,2026-07-25,Jazz,Jazz,London,2.0,['Jazz']
LvZ18Qxovv-Nh8OZJAXZD,The Walkers,2026-07-25,Rock,Hard Rock,Kinross,1.0,['Rock']
